"provname","epiyr","biweek","sus_reconstruction","rsquared","beta","CI","alpha"
"Takeo",2007,10,"lm",0.65,0.00018,"[0.00017-2e-04]",0.692
"Takeo",2007,11,"lm",0.65,0.00012,"[0.00011-0.00013]",0.692
"Takeo",2007,12,"lm",0.65,0.00011,"[0.00011-0.00012]",0.692
"Takeo",2007,13,"lm",0.65,9.7e-05,"[8.9e-05-1e-04]",0.692
"Takeo",2007,14,"lm",0.65,0.00018,"[0.00017-0.00019]",0.692
"Takeo",2007,15,"lm",0.65,8.4e-05,"[7.7e-05-9.2e-05]",0.692
"Takeo",2007,16,"lm",0.65,8.7e-05,"[8e-05-9.5e-05]",0.692
"Takeo",2007,17,"lm",0.65,1e-04,"[9.6e-05-0.00011]",0.692
"Takeo",2007,18,"lm",0.65,0.00011,"[9.9e-05-0.00012]",0.692
"Takeo",2007,19,"lm",0.65,7e-05,"[6.4e-05-7.6e-05]",0.692
"Takeo",2007,20,"lm",0.65,8.9e-05,"[8.2e-05-9.6e-05]",0.692
"Takeo",2007,21,"lm",0.65,6e-05,"[5.5e-05-6.5e-05]",0.692
"Takeo",2007,22,"lm",0.65,4.5e-05,"[4.2e-05-4.9e-05]",0.692
"Takeo",2007,23,"lm",0.65,4.4e-05,"[4.1e-05-4.8e-05]",0.692
"Takeo",2007,24,"lm",0.65,4.5e-05,"[4.2e-05-4.9e-05]",0.692
"Takeo",2007,25,"lm",0.65,5.2e-05,"[4.8e-05-5.6e-05]",0.692
"Takeo",2007,26,"lm",0.65,4.2e-05,"[3.8e-05-4.7e-05]",0.692
"Takeo",2012,1,"lm",0.56,1.8e-05,"[1.6e-05-2e-05]",0.847
"Takeo",2012,2,"lm",0.56,2.1e-05,"[1.9e-05-2.3e-05]",0.847
"Takeo",2012,3,"lm",0.56,2.5e-05,"[2.3e-05-2.8e-05]",0.847
"Takeo",2012,4,"lm",0.56,2.4e-05,"[2.1e-05-2.6e-05]",0.847
"Takeo",2012,5,"lm",0.56,2.3e-05,"[2.1e-05-2.6e-05]",0.847
"Takeo",2012,6,"lm",0.56,1.6e-05,"[1.5e-05-1.8e-05]",0.847
"Takeo",2012,7,"lm",0.56,3.1e-05,"[2.8e-05-3.4e-05]",0.847
"Takeo",2012,8,"lm",0.56,2.2e-05,"[2e-05-2.5e-05]",0.847
"Takeo",2012,9,"lm",0.56,7.3e-05,"[6.9e-05-7.8e-05]",0.847
"Takeo",2012,10,"lm",0.56,3.6e-05,"[3.4e-05-3.9e-05]",0.847
"Takeo",2012,11,"lm",0.56,5.2e-05,"[4.8e-05-5.6e-05]",0.847
"Takeo",2012,12,"lm",0.56,4.9e-05,"[4.5e-05-5.3e-05]",0.847
"Takeo",2012,13,"lm",0.56,3.7e-05,"[3.4e-05-4e-05]",0.847
"Takeo",2012,14,"lm",0.56,3.6e-05,"[3.3e-05-3.9e-05]",0.847
"Takeo",2012,15,"lm",0.56,2.9e-05,"[2.7e-05-3.2e-05]",0.847
"Takeo",2012,16,"lm",0.56,3.6e-05,"[3.3e-05-3.9e-05]",0.847
"Takeo",2012,17,"lm",0.56,2.8e-05,"[2.6e-05-3e-05]",0.847
"Takeo",2012,18,"lm",0.56,2.9e-05,"[2.7e-05-3.1e-05]",0.847
"Takeo",2012,19,"lm",0.56,3.3e-05,"[3e-05-3.5e-05]",0.847
"Takeo",2012,20,"lm",0.56,2.3e-05,"[2.1e-05-2.5e-05]",0.847
"Takeo",2012,21,"lm",0.56,1.8e-05,"[1.7e-05-2e-05]",0.847
"Takeo",2012,22,"lm",0.56,2.9e-05,"[2.7e-05-3.1e-05]",0.847
"Takeo",2012,23,"lm",0.56,2.5e-05,"[2.3e-05-2.7e-05]",0.847
"Takeo",2012,24,"lm",0.56,1.2e-05,"[1.1e-05-1.3e-05]",0.847
"Takeo",2012,25,"lm",0.56,2.3e-05,"[2.1e-05-2.5e-05]",0.847
"Takeo",2012,26,"lm",0.56,1.7e-05,"[1.5e-05-1.9e-05]",0.847
"Takeo",2019,1,"gaussian",0.8,9e-04,"[0.00082-0.00099]",0.587
"Takeo",2019,2,"gaussian",0.8,0.00087,"[8e-04-0.00096]",0.587
"Takeo",2019,3,"gaussian",0.8,0.0014,"[0.0013-0.0015]",0.587
"Takeo",2019,4,"gaussian",0.8,9e-04,"[0.00082-0.00098]",0.587
"Takeo",2019,5,"gaussian",0.8,0.0011,"[0.001-0.0012]",0.587
"Takeo",2019,6,"gaussian",0.8,0.00083,"[0.00076-9e-04]",0.587
"Takeo",2019,7,"gaussian",0.8,0.00092,"[0.00084-0.001]",0.587
"Takeo",2019,8,"gaussian",0.8,0.00082,"[0.00075-0.00089]",0.587
"Takeo",2019,9,"gaussian",0.8,0.0013,"[0.0012-0.0014]",0.587
"Takeo",2019,10,"gaussian",0.8,0.0014,"[0.0013-0.0015]",0.587
"Takeo",2019,11,"gaussian",0.8,0.00094,"[0.00086-0.001]",0.587
"Takeo",2019,12,"gaussian",0.8,0.0015,"[0.0014-0.0016]",0.587
"Takeo",2019,13,"gaussian",0.8,0.0017,"[0.0015-0.0019]",0.587
"Takeo",2019,14,"gaussian",0.8,0.0016,"[0.0015-0.0018]",0.587
"Takeo",2019,15,"gaussian",0.8,0.0014,"[0.0013-0.0016]",0.587
"Takeo",2019,16,"gaussian",0.8,0.0016,"[0.0014-0.0017]",0.587
"Takeo",2019,17,"gaussian",0.8,0.0017,"[0.0016-0.0019]",0.587
"Takeo",2019,18,"gaussian",0.8,0.0016,"[0.0014-0.0018]",0.587
"Takeo",2019,19,"gaussian",0.8,0.0015,"[0.0014-0.0017]",0.587
"Takeo",2019,20,"gaussian",0.8,0.0019,"[0.0018-0.0021]",0.587
"Takeo",2019,21,"gaussian",0.8,0.002,"[0.0018-0.0022]",0.587
"Takeo",2019,22,"gaussian",0.8,0.0019,"[0.0017-0.0021]",0.587
"Takeo",2019,23,"gaussian",0.8,0.0018,"[0.0016-0.0019]",0.587
"Takeo",2019,24,"gaussian",0.8,0.00096,"[0.00087-0.0011]",0.587
"Takeo",2019,25,"gaussian",0.8,0.0019,"[0.0017-0.0021]",0.587
"Takeo",2019,26,"gaussian",0.8,0.0012,"[0.0011-0.0013]",0.587
