"provname","epiyr","biweek","sus_reconstruction","rsquared","beta","CI","alpha"
"Kampong Chhnang",2019,11,"gaussian",0.48,0.00013,"[0.00012-0.00014]",0.87
"Kampong Chhnang",2019,12,"gaussian",0.48,0.00012,"[0.00011-0.00013]",0.87
"Kampong Chhnang",2019,13,"gaussian",0.48,0.00011,"[1e-04-0.00012]",0.87
"Kampong Chhnang",2019,14,"gaussian",0.48,9.3e-05,"[8.7e-05-1e-04]",0.87
"Kampong Chhnang",2019,15,"gaussian",0.48,0.00011,"[0.00011-0.00012]",0.87
"Kampong Chhnang",2019,16,"gaussian",0.48,1e-04,"[9.6e-05-0.00011]",0.87
"Kampong Chhnang",2019,17,"gaussian",0.48,7.6e-05,"[7e-05-8.1e-05]",0.87
"Kampong Chhnang",2019,18,"gaussian",0.48,1e-04,"[9.4e-05-0.00011]",0.87
"Kampong Chhnang",2019,19,"gaussian",0.48,5.8e-05,"[5.4e-05-6.3e-05]",0.87
"Kampong Chhnang",2019,20,"gaussian",0.48,7.9e-05,"[7.3e-05-8.5e-05]",0.87
"Kampong Chhnang",2019,21,"gaussian",0.48,6.3e-05,"[5.8e-05-6.8e-05]",0.87
"Kampong Chhnang",2019,22,"gaussian",0.48,0.00011,"[1e-04-0.00012]",0.87
"Kampong Chhnang",2019,23,"gaussian",0.48,8.3e-05,"[7.7e-05-8.9e-05]",0.87
"Kampong Chhnang",2019,24,"gaussian",0.48,6.6e-05,"[6.1e-05-7.2e-05]",0.87
"Kampong Chhnang",2019,25,"gaussian",0.48,0.00011,"[1e-04-0.00012]",0.87
"Kampong Chhnang",2019,26,"gaussian",0.48,5.5e-05,"[5e-05-6.1e-05]",0.87
"Kampong Speu",2007,1,"lm",0.67,6.4e-05,"[5.7e-05-7.2e-05]",0.693
"Kampong Speu",2007,2,"lm",0.67,8.3e-05,"[7.5e-05-9.3e-05]",0.693
"Kampong Speu",2007,3,"lm",0.67,0.00014,"[0.00013-0.00015]",0.693
"Kampong Speu",2007,4,"lm",0.67,9.7e-05,"[8.7e-05-0.00011]",0.693
"Kampong Speu",2007,5,"lm",0.67,9.1e-05,"[8.2e-05-1e-04]",0.693
"Kampong Speu",2007,6,"lm",0.67,0.00012,"[0.00011-0.00014]",0.693
"Kampong Speu",2007,7,"lm",0.67,7.8e-05,"[7.1e-05-8.7e-05]",0.693
"Kampong Speu",2007,8,"lm",0.67,0.00018,"[0.00017-2e-04]",0.693
"Kampong Speu",2007,9,"lm",0.67,0.00012,"[0.00011-0.00013]",0.693
"Kampong Speu",2007,10,"lm",0.67,2e-04,"[0.00018-0.00022]",0.693
"Kampong Speu",2007,11,"lm",0.67,0.00016,"[0.00014-0.00017]",0.693
"Kampong Speu",2007,12,"lm",0.67,0.00021,"[0.00019-0.00023]",0.693
"Kampong Speu",2007,13,"lm",0.67,0.00022,"[2e-04-0.00024]",0.693
"Kampong Speu",2007,14,"lm",0.67,2e-04,"[0.00018-0.00022]",0.693
"Kampong Speu",2007,15,"lm",0.67,0.00022,"[2e-04-0.00025]",0.693
"Kampong Speu",2007,16,"lm",0.67,2e-04,"[0.00018-0.00022]",0.693
"Kampong Speu",2007,17,"lm",0.67,0.00016,"[0.00014-0.00018]",0.693
"Kampong Speu",2007,18,"lm",0.67,0.00023,"[2e-04-0.00025]",0.693
"Kampong Speu",2007,19,"lm",0.67,0.00019,"[0.00017-0.00021]",0.693
"Kampong Speu",2007,20,"lm",0.67,0.00017,"[0.00015-0.00019]",0.693
"Kampong Speu",2007,21,"lm",0.67,0.00015,"[0.00013-0.00016]",0.693
"Kampong Speu",2007,22,"lm",0.67,0.00012,"[1e-04-0.00013]",0.693
"Kampong Speu",2007,23,"lm",0.67,0.00012,"[0.00011-0.00013]",0.693
"Kampong Speu",2007,24,"lm",0.67,9.2e-05,"[8.3e-05-1e-04]",0.693
"Kampong Speu",2007,25,"lm",0.67,0.00012,"[0.00011-0.00014]",0.693
"Kampong Speu",2007,26,"lm",0.67,1e-04,"[9e-05-0.00011]",0.693
"Kampong Speu",2012,1,"lm",0.72,5.3e-05,"[4.6e-05-6.1e-05]",0.794
"Kampong Speu",2012,2,"lm",0.72,7.3e-05,"[6.4e-05-8.3e-05]",0.794
"Kampong Speu",2012,3,"lm",0.72,0.00011,"[1e-04-0.00012]",0.794
"Kampong Speu",2012,4,"lm",0.72,9.2e-05,"[8.3e-05-1e-04]",0.794
"Kampong Speu",2012,5,"lm",0.72,9.5e-05,"[8.6e-05-1e-04]",0.794
"Kampong Speu",2012,6,"lm",0.72,8.9e-05,"[8.1e-05-9.8e-05]",0.794
"Kampong Speu",2012,7,"lm",0.72,5.4e-05,"[4.9e-05-6e-05]",0.794
"Kampong Speu",2012,8,"lm",0.72,0.00016,"[0.00015-0.00018]",0.794
"Kampong Speu",2012,9,"lm",0.72,0.00015,"[0.00013-0.00016]",0.794
"Kampong Speu",2012,10,"lm",0.72,0.00017,"[0.00016-0.00019]",0.794
"Kampong Speu",2012,11,"lm",0.72,0.00014,"[0.00013-0.00016]",0.794
"Kampong Speu",2012,12,"lm",0.72,0.00015,"[0.00013-0.00016]",0.794
"Kampong Speu",2012,13,"lm",0.72,0.00012,"[0.00011-0.00014]",0.794
"Kampong Speu",2012,14,"lm",0.72,0.00015,"[0.00014-0.00017]",0.794
"Kampong Speu",2012,15,"lm",0.72,0.00012,"[0.00011-0.00014]",0.794
"Kampong Speu",2012,16,"lm",0.72,0.00013,"[0.00012-0.00014]",0.794
"Kampong Speu",2012,17,"lm",0.72,0.00011,"[1e-04-0.00013]",0.794
"Kampong Speu",2012,18,"lm",0.72,0.00011,"[1e-04-0.00013]",0.794
"Kampong Speu",2012,19,"lm",0.72,1e-04,"[9.2e-05-0.00011]",0.794
"Kampong Speu",2012,20,"lm",0.72,9.4e-05,"[8.5e-05-1e-04]",0.794
"Kampong Speu",2012,21,"lm",0.72,9.6e-05,"[8.7e-05-0.00011]",0.794
"Kampong Speu",2012,22,"lm",0.72,0.00011,"[9.6e-05-0.00012]",0.794
"Kampong Speu",2012,23,"lm",0.72,7.8e-05,"[7.1e-05-8.6e-05]",0.794
"Kampong Speu",2012,24,"lm",0.72,5e-05,"[4.5e-05-5.5e-05]",0.794
"Kampong Speu",2012,25,"lm",0.72,9e-05,"[8.1e-05-9.9e-05]",0.794
"Kampong Speu",2012,26,"lm",0.72,4.4e-05,"[3.9e-05-5.1e-05]",0.794
"Kampong Speu",2019,1,"lm",0.56,1.7e-05,"[1.6e-05-1.9e-05]",0.795
"Kampong Speu",2019,2,"lm",0.56,2.2e-05,"[2.1e-05-2.4e-05]",0.795
"Kampong Speu",2019,3,"lm",0.56,2.3e-05,"[2.1e-05-2.5e-05]",0.795
"Kampong Speu",2019,4,"lm",0.56,2.2e-05,"[2e-05-2.4e-05]",0.795
"Kampong Speu",2019,5,"lm",0.56,3.4e-05,"[3.2e-05-3.6e-05]",0.795
"Kampong Speu",2019,6,"lm",0.56,2.2e-05,"[2.1e-05-2.4e-05]",0.795
"Kampong Speu",2019,7,"lm",0.56,2.7e-05,"[2.5e-05-2.9e-05]",0.795
"Kampong Speu",2019,8,"lm",0.56,2.5e-05,"[2.3e-05-2.7e-05]",0.795
"Kampong Speu",2019,9,"lm",0.56,4.2e-05,"[3.9e-05-4.5e-05]",0.795
"Kampong Speu",2019,10,"lm",0.56,3e-05,"[2.8e-05-3.2e-05]",0.795
"Kampong Speu",2019,11,"lm",0.56,4.1e-05,"[3.8e-05-4.3e-05]",0.795
"Kampong Speu",2019,12,"lm",0.56,4e-05,"[3.7e-05-4.3e-05]",0.795
"Kampong Speu",2019,13,"lm",0.56,5.4e-05,"[5e-05-5.8e-05]",0.795
"Kampong Speu",2019,14,"lm",0.56,3.4e-05,"[3.2e-05-3.7e-05]",0.795
"Kampong Speu",2019,15,"lm",0.56,3.4e-05,"[3.1e-05-3.6e-05]",0.795
"Kampong Speu",2019,16,"lm",0.56,3.1e-05,"[2.9e-05-3.3e-05]",0.795
"Kampong Speu",2019,17,"lm",0.56,3.2e-05,"[3e-05-3.5e-05]",0.795
"Kampong Speu",2019,18,"lm",0.56,2.9e-05,"[2.7e-05-3.1e-05]",0.795
"Kampong Speu",2019,19,"lm",0.56,3.5e-05,"[3.2e-05-3.7e-05]",0.795
"Kampong Speu",2019,20,"lm",0.56,2.9e-05,"[2.7e-05-3.1e-05]",0.795
"Kampong Speu",2019,21,"lm",0.56,2.9e-05,"[2.7e-05-3.2e-05]",0.795
"Kampong Speu",2019,22,"lm",0.56,2.3e-05,"[2.1e-05-2.4e-05]",0.795
"Kampong Speu",2019,23,"lm",0.56,3.3e-05,"[3.1e-05-3.6e-05]",0.795
"Kampong Speu",2019,24,"lm",0.56,1.9e-05,"[1.7e-05-2e-05]",0.795
"Kampong Speu",2019,25,"lm",0.56,3.4e-05,"[3.2e-05-3.6e-05]",0.795
"Kampong Speu",2019,26,"lm",0.56,2.3e-05,"[2.1e-05-2.5e-05]",0.795
"Kampong Thom",2007,1,"gaussian",0.54,0.0011,"[0.00098-0.0012]",0.556
"Kampong Thom",2007,2,"gaussian",0.54,7e-04,"[0.00062-0.00078]",0.556
"Kampong Thom",2007,3,"gaussian",0.54,0.00065,"[0.00058-0.00073]",0.556
"Kampong Thom",2007,4,"gaussian",0.54,0.001,"[0.00093-0.0012]",0.556
"Kampong Thom",2007,5,"gaussian",0.54,0.00062,"[0.00055-7e-04]",0.556
"Kampong Thom",2007,6,"gaussian",0.54,0.0011,"[0.001-0.0012]",0.556
"Kampong Thom",2007,7,"gaussian",0.54,0.00069,"[0.00062-0.00078]",0.556
"Kampong Thom",2007,8,"gaussian",0.54,0.001,"[0.00094-0.0012]",0.556
"Kampong Thom",2007,9,"gaussian",0.54,0.0021,"[0.0019-0.0023]",0.556
"Kampong Thom",2007,10,"gaussian",0.54,0.0017,"[0.0015-0.0019]",0.556
"Kampong Thom",2007,11,"gaussian",0.54,0.002,"[0.0018-0.0023]",0.556
"Kampong Thom",2007,12,"gaussian",0.54,0.0022,"[0.0019-0.0025]",0.556
"Kampong Thom",2007,13,"gaussian",0.54,0.0025,"[0.0022-0.0028]",0.556
"Kampong Thom",2007,14,"gaussian",0.54,0.0022,"[0.002-0.0025]",0.556
"Kampong Thom",2007,15,"gaussian",0.54,0.0028,"[0.0025-0.0032]",0.556
"Kampong Thom",2007,16,"gaussian",0.54,0.0024,"[0.0021-0.0027]",0.556
"Kampong Thom",2007,17,"gaussian",0.54,0.0023,"[0.0021-0.0026]",0.556
"Kampong Thom",2007,18,"gaussian",0.54,0.0017,"[0.0015-0.0019]",0.556
"Kampong Thom",2007,19,"gaussian",0.54,0.0017,"[0.0015-0.0019]",0.556
"Kampong Thom",2007,20,"gaussian",0.54,0.00084,"[0.00074-0.00094]",0.556
"Kampong Thom",2007,21,"gaussian",0.54,0.00099,"[0.00089-0.0011]",0.556
"Kampong Thom",2007,22,"gaussian",0.54,0.0014,"[0.0013-0.0016]",0.556
"Kampong Thom",2007,23,"gaussian",0.54,0.00078,"[0.00069-0.00088]",0.556
"Kampong Thom",2007,24,"gaussian",0.54,9e-04,"[8e-04-0.001]",0.556
"Kampong Thom",2007,25,"gaussian",0.54,0.0012,"[0.0011-0.0013]",0.556
"Kampong Thom",2007,26,"gaussian",0.54,8e-04,"[0.00071-9e-04]",0.556
"Kampong Thom",2012,1,"gaussian",0.72,4e-04,"[0.00034-0.00045]",0.652
"Kampong Thom",2012,2,"gaussian",0.72,0.00041,"[0.00036-0.00047]",0.652
"Kampong Thom",2012,3,"gaussian",0.72,0.00048,"[0.00042-0.00054]",0.652
"Kampong Thom",2012,4,"gaussian",0.72,0.00049,"[0.00043-0.00055]",0.652
"Kampong Thom",2012,5,"gaussian",0.72,0.00037,"[0.00032-0.00042]",0.652
"Kampong Thom",2012,6,"gaussian",0.72,6e-04,"[0.00054-0.00067]",0.652
"Kampong Thom",2012,7,"gaussian",0.72,0.00059,"[0.00053-0.00065]",0.652
"Kampong Thom",2012,8,"gaussian",0.72,6e-04,"[0.00054-0.00067]",0.652
"Kampong Thom",2012,9,"gaussian",0.72,0.00075,"[0.00068-0.00083]",0.652
"Kampong Thom",2012,10,"gaussian",0.72,0.0011,"[0.001-0.0013]",0.652
"Kampong Thom",2012,11,"gaussian",0.72,0.00094,"[0.00084-0.001]",0.652
"Kampong Thom",2012,12,"gaussian",0.72,0.00085,"[0.00076-0.00095]",0.652
"Kampong Thom",2012,13,"gaussian",0.72,0.001,"[0.00089-0.0011]",0.652
"Kampong Thom",2012,14,"gaussian",0.72,0.0011,"[0.00097-0.0012]",0.652
"Kampong Thom",2012,15,"gaussian",0.72,0.00098,"[0.00088-0.0011]",0.652
"Kampong Thom",2012,16,"gaussian",0.72,0.0011,"[0.001-0.0013]",0.652
"Kampong Thom",2012,17,"gaussian",0.72,0.0011,"[0.00094-0.0012]",0.652
"Kampong Thom",2012,18,"gaussian",0.72,0.001,"[0.00093-0.0012]",0.652
"Kampong Thom",2012,19,"gaussian",0.72,0.00086,"[0.00076-0.00096]",0.652
"Kampong Thom",2012,20,"gaussian",0.72,0.0011,"[0.00097-0.0012]",0.652
"Kampong Thom",2012,21,"gaussian",0.72,0.00085,"[0.00076-0.00096]",0.652
"Kampong Thom",2012,22,"gaussian",0.72,0.00059,"[0.00052-0.00066]",0.652
"Kampong Thom",2012,23,"gaussian",0.72,0.00065,"[0.00059-0.00073]",0.652
"Kampong Thom",2012,24,"gaussian",0.72,0.00039,"[0.00035-0.00044]",0.652
"Kampong Thom",2012,25,"gaussian",0.72,0.00069,"[0.00062-0.00077]",0.652
"Kampong Thom",2012,26,"gaussian",0.72,0.00031,"[0.00027-0.00036]",0.652
"Kampong Thom",2019,1,"gaussian",0.7,3.2e-05,"[3e-05-3.5e-05]",0.808
"Kampong Thom",2019,2,"gaussian",0.7,3.5e-05,"[3.2e-05-3.8e-05]",0.808
"Kampong Thom",2019,3,"gaussian",0.7,4.8e-05,"[4.4e-05-5.2e-05]",0.808
"Kampong Thom",2019,4,"gaussian",0.7,3.7e-05,"[3.4e-05-4.1e-05]",0.808
"Kampong Thom",2019,5,"gaussian",0.7,4.5e-05,"[4.2e-05-4.9e-05]",0.808
"Kampong Thom",2019,6,"gaussian",0.7,4.5e-05,"[4.2e-05-4.9e-05]",0.808
"Kampong Thom",2019,7,"gaussian",0.7,4.3e-05,"[4e-05-4.7e-05]",0.808
"Kampong Thom",2019,8,"gaussian",0.7,4.8e-05,"[4.4e-05-5.2e-05]",0.808
"Kampong Thom",2019,9,"gaussian",0.7,4.9e-05,"[4.5e-05-5.2e-05]",0.808
"Kampong Thom",2019,10,"gaussian",0.7,6.7e-05,"[6.3e-05-7.2e-05]",0.808
"Kampong Thom",2019,11,"gaussian",0.7,8.8e-05,"[8.3e-05-9.4e-05]",0.808
"Kampong Thom",2019,12,"gaussian",0.7,7.6e-05,"[7.1e-05-8.2e-05]",0.808
"Kampong Thom",2019,13,"gaussian",0.7,1e-04,"[9.3e-05-0.00011]",0.808
"Kampong Thom",2019,14,"gaussian",0.7,7.3e-05,"[6.7e-05-7.9e-05]",0.808
"Kampong Thom",2019,15,"gaussian",0.7,7e-05,"[6.5e-05-7.6e-05]",0.808
"Kampong Thom",2019,16,"gaussian",0.7,5.9e-05,"[5.5e-05-6.4e-05]",0.808
"Kampong Thom",2019,17,"gaussian",0.7,5.8e-05,"[5.4e-05-6.3e-05]",0.808
"Kampong Thom",2019,18,"gaussian",0.7,5.1e-05,"[4.8e-05-5.6e-05]",0.808
"Kampong Thom",2019,19,"gaussian",0.7,3.9e-05,"[3.6e-05-4.2e-05]",0.808
"Kampong Thom",2019,20,"gaussian",0.7,3.8e-05,"[3.5e-05-4.1e-05]",0.808
"Kampong Thom",2019,21,"gaussian",0.7,7e-05,"[6.5e-05-7.5e-05]",0.808
"Kampong Thom",2019,22,"gaussian",0.7,3.9e-05,"[3.6e-05-4.2e-05]",0.808
"Kampong Thom",2019,23,"gaussian",0.7,6.4e-05,"[6e-05-6.9e-05]",0.808
"Kampong Thom",2019,24,"gaussian",0.7,4.6e-05,"[4.2e-05-4.9e-05]",0.808
"Kampong Thom",2019,25,"gaussian",0.7,5.6e-05,"[5.2e-05-6e-05]",0.808
"Kampong Thom",2019,26,"gaussian",0.7,4.5e-05,"[4.1e-05-4.8e-05]",0.808
"Kampot",2007,1,"gaussian",0.46,0.015,"[0.014-0.016]",0.229
"Kampot",2007,2,"gaussian",0.46,0.014,"[0.013-0.015]",0.229
"Kampot",2007,3,"gaussian",0.46,0.013,"[0.012-0.015]",0.229
"Kampot",2007,4,"gaussian",0.46,0.014,"[0.013-0.015]",0.229
"Kampot",2007,5,"gaussian",0.46,0.013,"[0.012-0.014]",0.229
"Kampot",2007,6,"gaussian",0.46,0.014,"[0.013-0.016]",0.229
"Kampot",2007,7,"gaussian",0.46,0.014,"[0.013-0.015]",0.229
"Kampot",2007,8,"gaussian",0.46,0.017,"[0.015-0.018]",0.229
"Kampot",2007,9,"gaussian",0.46,0.018,"[0.017-0.02]",0.229
"Kampot",2007,10,"gaussian",0.46,0.023,"[0.021-0.025]",0.229
"Kampot",2007,11,"gaussian",0.46,0.031,"[0.028-0.033]",0.229
"Kampot",2007,12,"gaussian",0.46,0.023,"[0.021-0.025]",0.229
"Kampot",2007,13,"gaussian",0.46,0.027,"[0.025-0.03]",0.229
"Kampot",2007,14,"gaussian",0.46,0.019,"[0.018-0.021]",0.229
"Kampot",2007,15,"gaussian",0.46,0.026,"[0.024-0.029]",0.229
"Kampot",2007,16,"gaussian",0.46,0.048,"[0.044-0.052]",0.229
"Kampot",2007,17,"gaussian",0.46,0.04,"[0.037-0.044]",0.229
"Kampot",2007,18,"gaussian",0.46,0.034,"[0.031-0.037]",0.229
"Kampot",2007,19,"gaussian",0.46,0.032,"[0.029-0.035]",0.229
"Kampot",2007,20,"gaussian",0.46,0.042,"[0.039-0.046]",0.229
"Kampot",2007,21,"gaussian",0.46,0.03,"[0.028-0.033]",0.229
"Kampot",2007,22,"gaussian",0.46,0.023,"[0.021-0.025]",0.229
"Kampot",2007,23,"gaussian",0.46,0.019,"[0.017-0.02]",0.229
"Kampot",2007,24,"gaussian",0.46,0.02,"[0.018-0.022]",0.229
"Kampot",2007,25,"gaussian",0.46,0.023,"[0.021-0.025]",0.229
"Kampot",2007,26,"gaussian",0.46,0.015,"[0.014-0.017]",0.229
"Kampot",2012,1,"gaussian",0.61,0.0062,"[0.0055-0.0069]",0.355
"Kampot",2012,2,"gaussian",0.61,0.0058,"[0.0052-0.0065]",0.355
"Kampot",2012,3,"gaussian",0.61,0.0055,"[0.0049-0.0061]",0.355
"Kampot",2012,4,"gaussian",0.61,0.0051,"[0.0046-0.0058]",0.355
"Kampot",2012,5,"gaussian",0.61,0.0084,"[0.0075-0.0093]",0.355
"Kampot",2012,6,"gaussian",0.61,0.0045,"[0.004-0.0051]",0.355
"Kampot",2012,7,"gaussian",0.61,0.0059,"[0.0052-0.0066]",0.355
"Kampot",2012,8,"gaussian",0.61,0.01,"[0.0094-0.012]",0.355
"Kampot",2012,9,"gaussian",0.61,0.012,"[0.011-0.014]",0.355
"Kampot",2012,10,"gaussian",0.61,0.007,"[0.0061-0.0079]",0.355
"Kampot",2012,11,"gaussian",0.61,0.0048,"[0.0042-0.0054]",0.355
"Kampot",2012,12,"gaussian",0.61,0.015,"[0.014-0.017]",0.355
"Kampot",2012,13,"gaussian",0.61,0.014,"[0.012-0.016]",0.355
"Kampot",2012,14,"gaussian",0.61,0.009,"[0.0079-0.01]",0.355
"Kampot",2012,15,"gaussian",0.61,0.011,"[0.0094-0.012]",0.355
"Kampot",2012,16,"gaussian",0.61,0.012,"[0.011-0.014]",0.355
"Kampot",2012,17,"gaussian",0.61,0.014,"[0.013-0.016]",0.355
"Kampot",2012,18,"gaussian",0.61,0.015,"[0.013-0.017]",0.355
"Kampot",2012,19,"gaussian",0.61,0.0084,"[0.0074-0.0095]",0.355
"Kampot",2012,20,"gaussian",0.61,0.015,"[0.013-0.017]",0.355
"Kampot",2012,21,"gaussian",0.61,0.012,"[0.01-0.013]",0.355
"Kampot",2012,22,"gaussian",0.61,0.017,"[0.015-0.02]",0.355
"Kampot",2012,23,"gaussian",0.61,0.0058,"[0.0051-0.0066]",0.355
"Kampot",2012,24,"gaussian",0.61,0.011,"[0.01-0.013]",0.355
"Kampot",2012,25,"gaussian",0.61,0.0058,"[0.0051-0.0066]",0.355
"Kampot",2012,26,"gaussian",0.61,0.0064,"[0.0057-0.0072]",0.355
"Kampot",2019,1,"lm",0.47,1.9e-05,"[1.7e-05-2e-05]",0.873
"Kampot",2019,2,"lm",0.47,1.8e-05,"[1.7e-05-2e-05]",0.873
"Kampot",2019,3,"lm",0.47,2e-05,"[1.8e-05-2.1e-05]",0.873
"Kampot",2019,4,"lm",0.47,1.8e-05,"[1.7e-05-1.9e-05]",0.873
"Kampot",2019,5,"lm",0.47,2.1e-05,"[2e-05-2.2e-05]",0.873
"Kampot",2019,6,"lm",0.47,3.3e-05,"[3.1e-05-3.5e-05]",0.873
"Kampot",2019,7,"lm",0.47,2.4e-05,"[2.3e-05-2.6e-05]",0.873
"Kampot",2019,8,"lm",0.47,1.6e-05,"[1.5e-05-1.7e-05]",0.873
"Kampot",2019,9,"lm",0.47,3.1e-05,"[3e-05-3.3e-05]",0.873
"Kampot",2019,10,"lm",0.47,3.3e-05,"[3.1e-05-3.5e-05]",0.873
"Kampot",2019,11,"lm",0.47,4.6e-05,"[4.3e-05-4.8e-05]",0.873
"Kampot",2019,12,"lm",0.47,2.7e-05,"[2.6e-05-2.9e-05]",0.873
"Kampot",2019,13,"lm",0.47,2.4e-05,"[2.2e-05-2.5e-05]",0.873
"Kampot",2019,14,"lm",0.47,1.9e-05,"[1.8e-05-2e-05]",0.873
"Kampot",2019,15,"lm",0.47,2.9e-05,"[2.8e-05-3.1e-05]",0.873
"Kampot",2019,16,"lm",0.47,2.6e-05,"[2.4e-05-2.7e-05]",0.873
"Kampot",2019,17,"lm",0.47,2.5e-05,"[2.4e-05-2.7e-05]",0.873
"Kampot",2019,18,"lm",0.47,2.5e-05,"[2.3e-05-2.6e-05]",0.873
"Kampot",2019,19,"lm",0.47,1.5e-05,"[1.4e-05-1.6e-05]",0.873
"Kampot",2019,20,"lm",0.47,3.5e-05,"[3.3e-05-3.7e-05]",0.873
"Kampot",2019,21,"lm",0.47,1.7e-05,"[1.6e-05-1.8e-05]",0.873
"Kampot",2019,22,"lm",0.47,2.4e-05,"[2.3e-05-2.6e-05]",0.873
"Kampot",2019,23,"lm",0.47,4.2e-05,"[4e-05-4.4e-05]",0.873
"Kampot",2019,24,"lm",0.47,1.6e-05,"[1.5e-05-1.7e-05]",0.873
"Kampot",2019,25,"lm",0.47,2.5e-05,"[2.3e-05-2.6e-05]",0.873
"Kampot",2019,26,"lm",0.47,1.3e-05,"[1.2e-05-1.4e-05]",0.873
"Kandal",2007,1,"gaussian",0.74,3e-04,"[0.00027-0.00033]",0.649
"Kandal",2007,2,"gaussian",0.74,0.00033,"[3e-04-0.00037]",0.649
"Kandal",2007,3,"gaussian",0.74,0.00029,"[0.00026-0.00031]",0.649
"Kandal",2007,4,"gaussian",0.74,0.00038,"[0.00034-0.00041]",0.649
"Kandal",2007,5,"gaussian",0.74,0.00032,"[0.00029-0.00035]",0.649
"Kandal",2007,6,"gaussian",0.74,0.00035,"[0.00032-0.00038]",0.649
"Kandal",2007,7,"gaussian",0.74,0.00041,"[0.00038-0.00045]",0.649
"Kandal",2007,8,"gaussian",0.74,0.00045,"[0.00042-5e-04]",0.649
"Kandal",2007,9,"gaussian",0.74,7e-04,"[0.00064-0.00077]",0.649
"Kandal",2007,10,"gaussian",0.74,0.00063,"[0.00057-7e-04]",0.649
"Kandal",2007,11,"gaussian",0.74,0.00059,"[0.00053-0.00065]",0.649
"Kandal",2007,12,"gaussian",0.74,0.00067,"[0.00061-0.00075]",0.649
"Kandal",2007,13,"gaussian",0.74,0.00059,"[0.00053-0.00066]",0.649
"Kandal",2007,14,"gaussian",0.74,0.00067,"[6e-04-0.00074]",0.649
"Kandal",2007,15,"gaussian",0.74,7e-04,"[0.00063-0.00078]",0.649
"Kandal",2007,16,"gaussian",0.74,7e-04,"[0.00063-0.00078]",0.649
"Kandal",2007,17,"gaussian",0.74,0.00077,"[0.00069-0.00085]",0.649
"Kandal",2007,18,"gaussian",0.74,0.00068,"[0.00061-0.00076]",0.649
"Kandal",2007,19,"gaussian",0.74,0.00069,"[0.00062-0.00077]",0.649
"Kandal",2007,20,"gaussian",0.74,0.00065,"[0.00058-0.00072]",0.649
"Kandal",2007,21,"gaussian",0.74,6e-04,"[0.00054-0.00067]",0.649
"Kandal",2007,22,"gaussian",0.74,0.00048,"[0.00043-0.00053]",0.649
"Kandal",2007,23,"gaussian",0.74,0.00055,"[0.00049-6e-04]",0.649
"Kandal",2007,24,"gaussian",0.74,0.00044,"[4e-04-0.00048]",0.649
"Kandal",2007,25,"gaussian",0.74,0.00048,"[0.00043-0.00053]",0.649
"Kandal",2007,26,"gaussian",0.74,0.00039,"[0.00035-0.00043]",0.649
"Kandal",2012,1,"lm",0.86,7e-05,"[6.2e-05-7.8e-05]",0.714
"Kandal",2012,2,"lm",0.86,9.9e-05,"[8.9e-05-0.00011]",0.714
"Kandal",2012,3,"lm",0.86,9e-05,"[8.1e-05-1e-04]",0.714
"Kandal",2012,4,"lm",0.86,0.00013,"[0.00011-0.00014]",0.714
"Kandal",2012,5,"lm",0.86,9.5e-05,"[8.6e-05-1e-04]",0.714
"Kandal",2012,6,"lm",0.86,7.4e-05,"[6.7e-05-8.3e-05]",0.714
"Kandal",2012,7,"lm",0.86,0.00016,"[0.00014-0.00017]",0.714
"Kandal",2012,8,"lm",0.86,0.00014,"[0.00013-0.00015]",0.714
"Kandal",2012,9,"lm",0.86,0.00015,"[0.00014-0.00017]",0.714
"Kandal",2012,10,"lm",0.86,0.00022,"[2e-04-0.00024]",0.714
"Kandal",2012,11,"lm",0.86,2e-04,"[0.00018-0.00022]",0.714
"Kandal",2012,12,"lm",0.86,0.00023,"[0.00021-0.00025]",0.714
"Kandal",2012,13,"lm",0.86,2e-04,"[0.00018-0.00023]",0.714
"Kandal",2012,14,"lm",0.86,0.00024,"[0.00021-0.00026]",0.714
"Kandal",2012,15,"lm",0.86,0.00019,"[0.00017-0.00022]",0.714
"Kandal",2012,16,"lm",0.86,0.00022,"[2e-04-0.00025]",0.714
"Kandal",2012,17,"lm",0.86,0.00022,"[2e-04-0.00024]",0.714
"Kandal",2012,18,"lm",0.86,0.00021,"[0.00018-0.00023]",0.714
"Kandal",2012,19,"lm",0.86,0.00015,"[0.00014-0.00017]",0.714
"Kandal",2012,20,"lm",0.86,0.00016,"[0.00015-0.00018]",0.714
"Kandal",2012,21,"lm",0.86,0.00015,"[0.00014-0.00017]",0.714
"Kandal",2012,22,"lm",0.86,0.00017,"[0.00015-0.00018]",0.714
"Kandal",2012,23,"lm",0.86,1e-04,"[9.5e-05-0.00012]",0.714
"Kandal",2012,24,"lm",0.86,8.7e-05,"[7.9e-05-9.6e-05]",0.714
"Kandal",2012,25,"lm",0.86,0.00018,"[0.00016-0.00019]",0.714
"Kandal",2012,26,"lm",0.86,7.8e-05,"[7e-05-8.7e-05]",0.714
"Kandal",2019,1,"gaussian",0.62,0.00042,"[0.00039-0.00045]",0.666
"Kandal",2019,2,"gaussian",0.62,0.00031,"[0.00029-0.00034]",0.666
"Kandal",2019,3,"gaussian",0.62,3e-04,"[0.00028-0.00033]",0.666
"Kandal",2019,4,"gaussian",0.62,0.00045,"[0.00042-0.00049]",0.666
"Kandal",2019,5,"gaussian",0.62,4e-04,"[0.00037-0.00043]",0.666
