"provname","year","biwk","temp_K","temp_C"
"Pailin",2006,7,300.3840281,27.2340281
"Pailin",2006,8,300.312228057143,27.1622280571429
"Pailin",2006,9,300.841546114286,27.6915461142858
"Pailin",2006,10,300.073853414286,26.9238534142858
"Pailin",2006,11,300.081283428571,26.9312834285715
"Pailin",2006,12,300.338016814286,27.1880168142857
"Pailin",2006,13,299.619316335714,26.4693163357143
"Pailin",2006,14,300.1672101,27.0172101
"Pailin",2006,15,299.444341907143,26.2943419071429
"Pailin",2006,16,299.271390178571,26.1213901785715
"Pailin",2006,17,299.714331792857,26.5643317928572
"Pailin",2006,18,299.669743757143,26.5197437571429
"Pailin",2006,19,299.021877192857,25.8718771928571
"Pailin",2006,20,298.924404392857,25.7744043928572
"Pailin",2006,21,299.416084571429,26.2660845714286
"Pailin",2006,22,299.476125978571,26.3261259785714
"Pailin",2006,23,299.615764835714,26.4657648357143
"Pailin",2006,24,300.60993445,27.45993445
"Pailin",2006,25,299.732433057143,26.5824330571429
"Pailin",2006,26,295.8235854,22.6735854
"Phnom Penh",2006,1,301.369459528571,28.2194595285715
"Phnom Penh",2006,2,301.694418164286,28.5444181642857
"Phnom Penh",2006,3,301.993946171429,28.8439461714286
"Phnom Penh",2006,4,302.331360071429,29.1813600714286
"Phnom Penh",2006,5,302.708368271429,29.5583682714286
"Phnom Penh",2006,6,302.258292321429,29.1082923214286
"Phnom Penh",2006,7,302.624999721429,29.4749997214286
"Phnom Penh",2006,8,303.564408257143,30.4144082571429
"Phnom Penh",2006,9,303.527367942857,30.3773679428572
"Phnom Penh",2006,10,302.441456042857,29.2914560428571
"Phnom Penh",2006,11,302.164139928571,29.0141399285715
"Phnom Penh",2006,12,302.396858678571,29.2468586785715
"Phnom Penh",2006,13,301.009785535714,27.8597855357143
"Phnom Penh",2006,14,301.760131828571,28.6101318285715
"Phnom Penh",2006,15,301.668985185714,28.5189851857143
"Phnom Penh",2006,16,301.247249542857,28.0972495428572
"Phnom Penh",2006,17,300.942276114286,27.7922761142858
"Phnom Penh",2006,18,301.35699505,28.20699505
"Phnom Penh",2006,19,300.473913878571,27.3239138785714
"Phnom Penh",2006,20,300.1306908,26.9806908
"Phnom Penh",2006,21,300.529648942857,27.3796489428572
"Phnom Penh",2006,22,301.226803442857,28.0768034428572
"Phnom Penh",2006,23,301.431509535714,28.2815095357143
"Phnom Penh",2006,24,302.382244371429,29.2322443714286
"Phnom Penh",2006,25,302.4152368,29.2652368
"Phnom Penh",2006,26,299.193159033333,26.0431590333334
"Preah Sihanouk",2006,1,299.568820071429,26.4188200714286
"Preah Sihanouk",2006,2,299.28045725,26.13045725
"Preah Sihanouk",2006,3,299.731467728571,26.5814677285715
"Preah Sihanouk",2006,4,299.7303213,26.5803213
"Preah Sihanouk",2006,5,299.673786828571,26.5237868285715
"Preah Sihanouk",2006,6,300.364983978571,27.2149839785715
"Preah Sihanouk",2006,7,300.342250478571,27.1922504785715
"Preah Sihanouk",2006,8,300.605629628571,27.4556296285714
"Preah Sihanouk",2006,9,300.834583907143,27.6845839071429
"Preah Sihanouk",2006,10,300.27129315,27.12129315
"Preah Sihanouk",2006,11,300.153664821429,27.0036648214286
"Preah Sihanouk",2006,12,300.05288925,26.90288925
"Preah Sihanouk",2006,13,299.5723454,26.4223454
"Preah Sihanouk",2006,14,299.592158171429,26.4421581714286
"Preah Sihanouk",2006,15,299.271089928571,26.1210899285715
"Preah Sihanouk",2006,16,298.8856408,25.7356408
"Preah Sihanouk",2006,17,299.32871665,26.17871665
"Preah Sihanouk",2006,18,299.554539964286,26.4045399642857
"Preah Sihanouk",2006,19,299.067272157143,25.9172721571429
"Preah Sihanouk",2006,20,298.611196742857,25.4611967428572
"Preah Sihanouk",2006,21,299.306671585714,26.1566715857143
"Preah Sihanouk",2006,22,300.368427885714,27.2184278857143
"Preah Sihanouk",2006,23,300.298583964286,27.1485839642857
"Preah Sihanouk",2006,24,300.246185778571,27.0961857785715
"Preah Sihanouk",2006,25,300.535103514286,27.3851035142857
"Preah Sihanouk",2006,26,298.6257473,25.4757473
"Preah Vihear",2006,1,298.878555992857,25.7285559928572
"Preah Vihear",2006,2,299.168547157143,26.0185471571429
"Preah Vihear",2006,3,300.785528614286,27.6355286142858
"Preah Vihear",2006,4,301.978640828571,28.8286408285715
"Preah Vihear",2006,5,301.3135497,28.1635497
"Preah Vihear",2006,6,303.045052385714,29.8950523857143
"Preah Vihear",2006,7,301.512941614286,28.3629416142857
"Preah Vihear",2006,8,302.19830975,29.04830975
"Preah Vihear",2006,9,301.770983971429,28.6209839714286
"Preah Vihear",2006,10,301.6370732,28.4870732
"Preah Vihear",2006,11,301.195141971429,28.0451419714286
"Preah Vihear",2006,12,302.464035778571,29.3140357785715
"Preah Vihear",2006,13,300.3002,27.1502
"Preah Vihear",2006,14,300.47215875,27.32215875
"Preah Vihear",2006,15,299.622699307143,26.4726993071429
"Preah Vihear",2006,16,299.924476628571,26.7744766285714
"Preah Vihear",2006,17,299.815235235714,26.6652352357143
"Preah Vihear",2006,18,300.457081942857,27.3070819428572
"Preah Vihear",2006,19,299.565154671429,26.4151546714286
"Preah Vihear",2006,20,299.025640828571,25.8756408285715
"Preah Vihear",2006,21,300.090269042857,26.9402690428572
"Preah Vihear",2006,22,299.8720749,26.7220749000001
"Preah Vihear",2006,23,300.658256642857,27.5082566428572
"Preah Vihear",2006,24,301.90621055,28.75621055
"Preah Vihear",2006,25,300.2505972,27.1005972
"Preah Vihear",2006,26,296.33163832,23.18163832
"Prey Veng",2006,1,300.945236185714,27.7952361857143
"Prey Veng",2006,2,301.364058578571,28.2140585785714
"Prey Veng",2006,3,301.827591057143,28.6775910571429
"Prey Veng",2006,4,302.3910748,29.2410748
"Prey Veng",2006,5,302.251702107143,29.1017021071429
"Prey Veng",2006,6,302.229609942857,29.0796099428572
"Prey Veng",2006,7,302.645468792857,29.4954687928572
"Prey Veng",2006,8,303.405339621429,30.2553396214286
"Prey Veng",2006,9,303.105416107143,29.9554161071429
"Prey Veng",2006,10,302.257030771429,29.1070307714286
"Prey Veng",2006,11,302.031632571429,28.8816325714286
"Prey Veng",2006,12,302.166374764286,29.0163747642857
"Prey Veng",2006,13,300.872621714286,27.7226217142858
"Prey Veng",2006,14,301.232639107143,28.0826391071429
"Prey Veng",2006,15,301.318487685714,28.1684876857143
"Prey Veng",2006,16,300.889966057143,27.7399660571429
"Prey Veng",2006,17,300.971083785714,27.8210837857143
"Prey Veng",2006,18,301.44565665,28.29565665
"Prey Veng",2006,19,300.528926571429,27.3789265714286
"Prey Veng",2006,20,300.138148085714,26.9881480857143
"Prey Veng",2006,21,300.730811842857,27.5808118428571
"Prey Veng",2006,22,301.364013907143,28.2140139071429
"Prey Veng",2006,23,301.607446778571,28.4574467785715
"Prey Veng",2006,24,302.143836471429,28.9938364714286
"Prey Veng",2006,25,302.393908564286,29.2439085642857
"Prey Veng",2006,26,299.67617662,26.52617662
"Pursat",2006,1,298.419206978571,25.2692069785714
"Pursat",2006,2,298.608124042857,25.4581240428572
"Pursat",2006,3,299.574788957143,26.4247889571429
"Pursat",2006,4,300.008291214286,26.8582912142857
"Pursat",2006,5,300.453535814286,27.3035358142857
"Pursat",2006,6,300.60963205,27.45963205
"Pursat",2006,7,300.409149564286,27.2591495642857
"Pursat",2006,8,300.996861707143,27.8468617071429
"Pursat",2006,9,301.591013314286,28.4410133142857
"Pursat",2006,10,300.771756207143,27.6217562071429
"Pursat",2006,11,300.61844275,27.46844275
"Pursat",2006,12,301.159422621429,28.0094226214286
"Pursat",2006,13,300.016357735714,26.8663577357143
"Pursat",2006,14,300.622929414286,27.4729294142857
"Pursat",2006,15,300.181852507143,27.0318525071429
"Pursat",2006,16,300.065065142857,26.9150651428571
"Pursat",2006,17,299.998436821429,26.8484368214286
"Pursat",2006,18,300.1502981,27.0002981
"Pursat",2006,19,299.152796464286,26.0027964642857
"Pursat",2006,20,299.00593325,25.85593325
"Pursat",2006,21,299.150275014286,26.0002750142858
"Pursat",2006,22,299.424734764286,26.2747347642857
"Pursat",2006,23,299.670088542857,26.5200885428571
"Pursat",2006,24,300.821475835714,27.6714758357143
"Pursat",2006,25,299.750377857143,26.6003778571429
"Pursat",2006,26,295.796285133333,22.6462851333334
"Ratanak Kiri",2006,1,298.70928035,25.55928035
"Ratanak Kiri",2006,2,299.441372228571,26.2913722285714
"Ratanak Kiri",2006,3,300.134701442857,26.9847014428572
"Ratanak Kiri",2006,4,301.933445628571,28.7834456285714
"Ratanak Kiri",2006,5,301.477295571429,28.3272955714286
"Ratanak Kiri",2006,6,302.597774585714,29.4477745857143
"Ratanak Kiri",2006,7,301.391466278571,28.2414662785715
"Ratanak Kiri",2006,8,301.869983785714,28.7199837857143
"Ratanak Kiri",2006,9,300.756499978571,27.6064999785714
"Ratanak Kiri",2006,10,300.86915415,27.71915415
"Ratanak Kiri",2006,11,300.1527351,27.0027351000001
"Ratanak Kiri",2006,12,300.571221514286,27.4212215142857
"Ratanak Kiri",2006,13,299.410537128571,26.2605371285715
"Ratanak Kiri",2006,14,299.15951095,26.00951095
"Ratanak Kiri",2006,15,298.423614342857,25.2736143428572
"Ratanak Kiri",2006,16,298.2714779,25.1214779000001
"Ratanak Kiri",2006,17,298.591198114286,25.4411981142857
"Ratanak Kiri",2006,18,299.445191857143,26.2951918571429
"Ratanak Kiri",2006,19,298.430393492857,25.2803934928572
"Ratanak Kiri",2006,20,298.198079314286,25.0480793142858
"Ratanak Kiri",2006,21,299.524311757143,26.3743117571429
"Ratanak Kiri",2006,22,299.424306992857,26.2743069928572
"Ratanak Kiri",2006,23,300.450546971429,27.3005469714286
"Ratanak Kiri",2006,24,301.739869785714,28.5898697857143
"Ratanak Kiri",2006,25,300.556908192857,27.4069081928571
"Ratanak Kiri",2006,26,297.3893563,24.2393563
"Siem Reap",2006,1,299.460774714286,26.3107747142857
"Siem Reap",2006,2,299.76517905,26.61517905
"Siem Reap",2006,3,301.268050407143,28.1180504071428
"Siem Reap",2006,4,302.347858821429,29.1978588214286
"Siem Reap",2006,5,302.346400314286,29.1964003142857
"Siem Reap",2006,6,303.438391321429,30.2883913214286
"Siem Reap",2006,7,302.2986397,29.1486397
"Siem Reap",2006,8,302.620167028571,29.4701670285714
"Siem Reap",2006,9,303.072256771429,29.9222567714286
"Siem Reap",2006,10,302.435826192857,29.2858261928571
"Siem Reap",2006,11,302.108627828571,28.9586278285714
"Siem Reap",2006,12,303.499024621429,30.3490246214286
"Siem Reap",2006,13,300.965370735714,27.8153707357143
"Siem Reap",2006,14,301.482392828571,28.3323928285715
"Siem Reap",2006,15,300.633551971429,27.4835519714286
"Siem Reap",2006,16,300.761984378571,27.6119843785714
"Siem Reap",2006,17,300.811187292857,27.6611872928572
"Siem Reap",2006,18,301.312622807143,28.1626228071429
"Siem Reap",2006,19,300.270702021429,27.1207020214286
"Siem Reap",2006,20,299.932993178571,26.7829931785715
"Siem Reap",2006,21,300.725664878571,27.5756648785714
"Siem Reap",2006,22,300.614185757143,27.4641857571429
"Siem Reap",2006,23,301.260185828571,28.1101858285714
"Siem Reap",2006,24,302.532582928571,29.3825829285714
"Siem Reap",2006,25,300.769726664286,27.6197266642857
"Siem Reap",2006,26,296.96254034,23.81254034
"Stung Treng",2006,1,299.69020135,26.54020135
"Stung Treng",2006,2,300.041672628571,26.8916726285714
"Stung Treng",2006,3,301.22374355,28.07374355
"Stung Treng",2006,4,302.871538892857,29.7215388928572
"Stung Treng",2006,5,301.941831378571,28.7918313785714
"Stung Treng",2006,6,303.423214642857,30.2732146428572
"Stung Treng",2006,7,301.789185585714,28.6391855857143
"Stung Treng",2006,8,302.534907785714,29.3849077857143
"Stung Treng",2006,9,301.375984357143,28.2259843571429
"Stung Treng",2006,10,301.517724892857,28.3677248928572
"Stung Treng",2006,11,300.840147071429,27.6901470714286
"Stung Treng",2006,12,301.456250614286,28.3062506142857
"Stung Treng",2006,13,299.958377178571,26.8083771785714
"Stung Treng",2006,14,300.027922821429,26.8779228214286
"Stung Treng",2006,15,299.287499,26.137499
"Stung Treng",2006,16,299.359524,26.209524
"Stung Treng",2006,17,299.390621628571,26.2406216285714
"Stung Treng",2006,18,300.237218885714,27.0872188857143
"Stung Treng",2006,19,299.303224521429,26.1532245214286
"Stung Treng",2006,20,298.893268914286,25.7432689142857
"Stung Treng",2006,21,300.199746521429,27.0497465214286
"Stung Treng",2006,22,300.100486942857,26.9504869428572
"Stung Treng",2006,23,301.006719857143,27.8567198571429
"Stung Treng",2006,24,302.176004114286,29.0260041142857
"Stung Treng",2006,25,300.990559121429,27.8405591214286
"Stung Treng",2006,26,297.464611526667,24.3146115266667
"Svay Rieng",2006,1,300.411937235714,27.2619372357143
"Svay Rieng",2006,2,301.109068778571,27.9590687785715
"Svay Rieng",2006,3,301.6210551,28.4710551
"Svay Rieng",2006,4,302.208689014286,29.0586890142857
"Svay Rieng",2006,5,301.702868457143,28.5528684571429
"Svay Rieng",2006,6,301.975877357143,28.8258773571429
"Svay Rieng",2006,7,302.372532635714,29.2225326357143
"Svay Rieng",2006,8,302.950020114286,29.8000201142858
"Svay Rieng",2006,9,302.760727421429,29.6107274214286
"Svay Rieng",2006,10,301.966040242857,28.8160402428572
"Svay Rieng",2006,11,301.561623978571,28.4116239785715
"Svay Rieng",2006,12,301.584360035714,28.4343600357143
"Svay Rieng",2006,13,300.579961357143,27.4299613571429
"Svay Rieng",2006,14,300.753368207143,27.6033682071429
"Svay Rieng",2006,15,300.9713386,27.8213386
"Svay Rieng",2006,16,300.429560385714,27.2795603857143
"Svay Rieng",2006,17,300.719153292857,27.5691532928572
"Svay Rieng",2006,18,300.992973221429,27.8429732214286
"Svay Rieng",2006,19,300.270829907143,27.1208299071429
"Svay Rieng",2006,20,299.955296328571,26.8052963285714
"Svay Rieng",2006,21,300.451043685714,27.3010436857143
"Svay Rieng",2006,22,300.983436364286,27.8334363642857
"Svay Rieng",2006,23,301.516138064286,28.3661380642857
"Svay Rieng",2006,24,302.288214264286,29.1382142642858
"Svay Rieng",2006,25,302.567365635714,29.4173656357143
"Svay Rieng",2006,26,300.209046113333,27.0590461133334
"Takeo",2006,1,300.2318035,27.0818035
"Takeo",2006,2,300.496615028571,27.3466150285715
"Takeo",2006,3,300.9797235,27.8297235
"Takeo",2006,4,301.888314042857,28.7383140428572
"Takeo",2006,5,301.780675528571,28.6306755285714
"Takeo",2006,6,301.861769214286,28.7117692142857
"Takeo",2006,7,302.107956114286,28.9579561142858
"Takeo",2006,8,302.552791435714,29.4027914357143
"Takeo",2006,9,302.634374542857,29.4843745428572
"Takeo",2006,10,301.817033971429,28.6670339714286
"Takeo",2006,11,301.398821057143,28.2488210571429
"Takeo",2006,12,301.501488685714,28.3514886857143
"Takeo",2006,13,300.45986095,27.30986095
"Takeo",2006,14,300.931135928571,27.7811359285715
"Takeo",2006,15,300.868361228571,27.7183612285714
"Takeo",2006,16,300.3841639,27.2341639000001
"Takeo",2006,17,300.456481235714,27.3064812357143
"Takeo",2006,18,300.806665621429,27.6566656214286
"Takeo",2006,19,300.046737871429,26.8967378714286
"Takeo",2006,20,299.714611164286,26.5646111642857
"Takeo",2006,21,300.059467164286,26.9094671642857
"Takeo",2006,22,300.794832492857,27.6448324928572
"Takeo",2006,23,300.723612442857,27.5736124428572
"Takeo",2006,24,301.479857521429,28.3298575214286
"Takeo",2006,25,301.770219007143,28.6202190071429
"Takeo",2006,26,299.33231566,26.18231566
"Tboung Khmum",2006,1,301.136614728571,27.9866147285715
"Tboung Khmum",2006,2,301.553239792857,28.4032397928572
"Tboung Khmum",2006,3,302.340567871429,29.1905678714286
"Tboung Khmum",2006,4,303.207931285714,30.0579312857143
"Tboung Khmum",2006,5,302.400098528571,29.2500985285715
"Tboung Khmum",2006,6,302.262470871429,29.1124708714286
"Tboung Khmum",2006,7,302.0285115,28.8785115
"Tboung Khmum",2006,8,302.882924471429,29.7329244714286
"Tboung Khmum",2006,9,302.438183442857,29.2881834428572
"Tboung Khmum",2006,10,301.934740778571,28.7847407785715
"Tboung Khmum",2006,11,301.636422764286,28.4864227642857
"Tboung Khmum",2006,12,301.893427707143,28.7434277071429
"Tboung Khmum",2006,13,300.529809207143,27.3798092071429
"Tboung Khmum",2006,14,300.622395035714,27.4723950357143
"Tboung Khmum",2006,15,300.616976214286,27.4669762142858
"Tboung Khmum",2006,16,300.299316057143,27.1493160571429
"Tboung Khmum",2006,17,300.41339465,27.26339465
"Tboung Khmum",2006,18,300.795697014286,27.6456970142858
"Tboung Khmum",2006,19,299.834159021429,26.6841590214286
"Tboung Khmum",2006,20,299.6815279,26.5315279
"Tboung Khmum",2006,21,300.360859471429,27.2108594714286
"Tboung Khmum",2006,22,300.848459942857,27.6984599428571
"Tboung Khmum",2006,23,301.813793971429,28.6637939714286
"Tboung Khmum",2006,24,302.46627945,29.31627945
"Tboung Khmum",2006,25,302.621761985714,29.4717619857143
"Tboung Khmum",2006,26,299.595611926667,26.4456119266667
"Banteay Meanchey",2007,1,299.026649614286,25.8766496142857
"Banteay Meanchey",2007,2,300.305522114286,27.1555221142858
"Banteay Meanchey",2007,3,297.966163321429,24.8161633214286
"Banteay Meanchey",2007,4,302.764477278571,29.6144772785714
"Banteay Meanchey",2007,5,302.979337821429,29.8293378214286
"Banteay Meanchey",2007,6,302.718112678571,29.5681126785715
"Banteay Meanchey",2007,7,303.96429385,30.81429385
"Banteay Meanchey",2007,8,303.127855614286,29.9778556142857
"Banteay Meanchey",2007,9,301.794716842857,28.6447168428572
"Banteay Meanchey",2007,10,301.078957371429,27.9289573714286
"Banteay Meanchey",2007,11,302.379020114286,29.2290201142857
"Banteay Meanchey",2007,12,303.04424205,29.89424205
"Banteay Meanchey",2007,13,301.9367798,28.7867798
"Banteay Meanchey",2007,14,301.073838257143,27.9238382571428
"Banteay Meanchey",2007,15,301.256305342857,28.1063053428572
"Banteay Meanchey",2007,16,300.79815595,27.64815595
"Banteay Meanchey",2007,17,301.632351285714,28.4823512857143
"Banteay Meanchey",2007,18,301.177349664286,28.0273496642857
"Banteay Meanchey",2007,19,300.844258878571,27.6942588785715
"Banteay Meanchey",2007,20,300.792733185714,27.6427331857143
"Banteay Meanchey",2007,21,300.062966057143,26.9129660571429
"Banteay Meanchey",2007,22,299.933136914286,26.7831369142858
"Banteay Meanchey",2007,23,299.36013935,26.21013935
"Banteay Meanchey",2007,24,297.507382885714,24.3573828857143
"Banteay Meanchey",2007,25,300.524784278571,27.3747842785714
"Banteay Meanchey",2007,26,300.728325746667,27.5783257466667
"Battambang",2007,1,299.212897514286,26.0628975142857
"Battambang",2007,2,300.368947971429,27.2189479714286
"Battambang",2007,3,297.881933121429,24.7319331214286
"Battambang",2007,4,302.092107528571,28.9421075285715
"Battambang",2007,5,302.282558678571,29.1325586785715
"Battambang",2007,6,301.917136371429,28.7671363714286
"Battambang",2007,7,302.6259576,29.4759576
"Battambang",2007,8,302.289507892857,29.1395078928572
"Battambang",2007,9,301.37826785,28.22826785
"Battambang",2007,10,300.730637285714,27.5806372857143
"Battambang",2007,11,301.989271257143,28.8392712571429
"Battambang",2007,12,302.461331078571,29.3113310785715
"Battambang",2007,13,301.530060757143,28.3800607571429
"Battambang",2007,14,300.877478464286,27.7274784642858
"Battambang",2007,15,301.187749578571,28.0377495785714
"Battambang",2007,16,300.765333192857,27.6153331928572
"Battambang",2007,17,301.759727364286,28.6097273642857
"Battambang",2007,18,301.173870057143,28.0238700571429
"Battambang",2007,19,300.6403719,27.4903719
"Battambang",2007,20,300.811597542857,27.6615975428572
"Battambang",2007,21,299.903650085714,26.7536500857143
"Battambang",2007,22,299.483514464286,26.3335144642858
"Battambang",2007,23,298.874114814286,25.7241148142858
"Battambang",2007,24,296.636863914286,23.4868639142857
"Battambang",2007,25,299.65455035,26.50455035
"Battambang",2007,26,299.86177104,26.71177104
"Kampong Cham",2007,1,301.50737705,28.35737705
"Kampong Cham",2007,2,301.611947442857,28.4619474428571
"Kampong Cham",2007,3,299.226746721429,26.0767467214286
"Kampong Cham",2007,4,302.763186078571,29.6131860785715
"Kampong Cham",2007,5,303.150792292857,30.0007922928572
"Kampong Cham",2007,6,302.767980614286,29.6179806142857
"Kampong Cham",2007,7,303.305247378571,30.1552473785715
"Kampong Cham",2007,8,303.578773214286,30.4287732142857
"Kampong Cham",2007,9,302.430837492857,29.2808374928572
"Kampong Cham",2007,10,301.018743692857,27.8687436928572
"Kampong Cham",2007,11,302.418157092857,29.2681570928572
"Kampong Cham",2007,12,302.862070621429,29.7120706214286
"Kampong Cham",2007,13,300.993821685714,27.8438216857143
"Kampong Cham",2007,14,300.685160107143,27.5351601071429
"Kampong Cham",2007,15,301.306756,28.156756
"Kampong Cham",2007,16,300.416686314286,27.2666863142857
"Kampong Cham",2007,17,301.700015371429,28.5500153714286
"Kampong Cham",2007,18,301.6254516,28.4754516
"Kampong Cham",2007,19,300.854979814286,27.7049798142858
"Kampong Cham",2007,20,300.672059871429,27.5220598714286
"Kampong Cham",2007,21,300.357729792857,27.2077297928572
"Kampong Cham",2007,22,299.685969578571,26.5359695785714
"Kampong Cham",2007,23,299.410418864286,26.2604188642857
"Kampong Cham",2007,24,297.389247671429,24.2392476714286
"Kampong Cham",2007,25,300.256833685714,27.1068336857143
"Kampong Cham",2007,26,300.51209134,27.36209134
"Kampong Chhnang",2007,1,300.048403407143,26.8984034071429
"Kampong Chhnang",2007,2,300.874408757143,27.7244087571429
"Kampong Chhnang",2007,3,298.376816828571,25.2268168285714
"Kampong Chhnang",2007,4,302.396544742857,29.2465447428572
"Kampong Chhnang",2007,5,302.713880235714,29.5638802357143
"Kampong Chhnang",2007,6,302.619381542857,29.4693815428571
"Kampong Chhnang",2007,7,303.510720478571,30.3607204785715
"Kampong Chhnang",2007,8,303.110280457143,29.9602804571429
"Kampong Chhnang",2007,9,301.871498007143,28.7214980071429
"Kampong Chhnang",2007,10,300.821673535714,27.6716735357143
"Kampong Chhnang",2007,11,302.058158807143,28.9081588071429
"Kampong Chhnang",2007,12,302.629583364286,29.4795833642858
"Kampong Chhnang",2007,13,301.056747107143,27.9067471071429
"Kampong Chhnang",2007,14,300.81612535,27.66612535
"Kampong Chhnang",2007,15,301.2262047,28.0762047
"Kampong Chhnang",2007,16,300.485929085714,27.3359290857143
"Kampong Chhnang",2007,17,301.629760221429,28.4797602214286
"Kampong Chhnang",2007,18,301.555460778571,28.4054607785715
"Kampong Chhnang",2007,19,300.823763685714,27.6737636857143
"Kampong Chhnang",2007,20,300.7297258,27.5797258
"Kampong Chhnang",2007,21,300.038236307143,26.8882363071429
"Kampong Chhnang",2007,22,299.521165071429,26.3711650714286
"Kampong Chhnang",2007,23,298.9996204,25.8496204
"Kampong Chhnang",2007,24,296.875867771429,23.7258677714286
"Kampong Chhnang",2007,25,299.495428585714,26.3454285857143
"Kampong Chhnang",2007,26,299.844650646667,26.6946506466667
"Kampong Speu",2007,1,298.872991978571,25.7229919785714
"Kampong Speu",2007,2,299.405783278571,26.2557832785715
"Kampong Speu",2007,3,297.2598336,24.1098336
"Kampong Speu",2007,4,300.666215428571,27.5162154285715
"Kampong Speu",2007,5,300.959101864286,27.8091018642857
"Kampong Speu",2007,6,300.648659928571,27.4986599285714
"Kampong Speu",2007,7,301.397486407143,28.2474864071429
"Kampong Speu",2007,8,301.326598035714,28.1765980357143
"Kampong Speu",2007,9,300.286086728571,27.1360867285715
"Kampong Speu",2007,10,299.367376907143,26.2173769071429
"Kampong Speu",2007,11,300.499836192857,27.3498361928571
"Kampong Speu",2007,12,300.970167078571,27.8201670785714
"Kampong Speu",2007,13,299.467411407143,26.3174114071429
"Kampong Speu",2007,14,299.035495407143,25.8854954071429
"Kampong Speu",2007,15,299.596045914286,26.4460459142857
"Kampong Speu",2007,16,298.992948528571,25.8429485285715
"Kampong Speu",2007,17,300.191556442857,27.0415564428571
"Kampong Speu",2007,18,299.930666335714,26.7806663357143
"Kampong Speu",2007,19,299.13337375,25.98337375
"Kampong Speu",2007,20,299.149722714286,25.9997227142857
"Kampong Speu",2007,21,298.684900421429,25.5349004214286
"Kampong Speu",2007,22,298.459586271429,25.3095862714286
"Kampong Speu",2007,23,297.93544015,24.78544015
"Kampong Speu",2007,24,296.008582292857,22.8585822928572
"Kampong Speu",2007,25,298.6705763,25.5205763
"Kampong Speu",2007,26,298.996710513333,25.8467105133333
"Kampong Thom",2007,1,300.881379807143,27.7313798071429
"Kampong Thom",2007,2,301.428098564286,28.2780985642858
"Kampong Thom",2007,3,298.810617692857,25.6606176928572
"Kampong Thom",2007,4,302.589572264286,29.4395722642857
"Kampong Thom",2007,5,301.52689495,28.37689495
"Kampong Thom",2007,6,302.075046521429,28.9250465214286
"Kampong Thom",2007,7,303.168976857143,30.0189768571429
"Kampong Thom",2007,8,303.04670775,29.89670775
"Kampong Thom",2007,9,302.020781442857,28.8707814428572
"Kampong Thom",2007,10,300.692679185714,27.5426791857143
"Kampong Thom",2007,11,302.177409978571,29.0274099785714
"Kampong Thom",2007,12,302.62082265,29.47082265
"Kampong Thom",2007,13,300.958408057143,27.8084080571429
"Kampong Thom",2007,14,300.804533742857,27.6545337428572
"Kampong Thom",2007,15,301.112829814286,27.9628298142857
"Kampong Thom",2007,16,300.247790085714,27.0977900857143
"Kampong Thom",2007,17,301.491170742857,28.3411707428572
"Kampong Thom",2007,18,301.353031328571,28.2030313285715
"Kampong Thom",2007,19,300.623550042857,27.4735500428571
"Kampong Thom",2007,20,300.360454921429,27.2104549214286
"Kampong Thom",2007,21,299.988679542857,26.8386795428572
"Kampong Thom",2007,22,299.455497957143,26.3054979571429
"Kampong Thom",2007,23,298.991646242857,25.8416462428572
"Kampong Thom",2007,24,296.955736385714,23.8057363857143
"Kampong Thom",2007,25,299.8525652,26.7025652
"Kampong Thom",2007,26,300.2773322,27.1273322
"Kampot",2007,1,299.439418635714,26.2894186357143
"Kampot",2007,2,299.474714178571,26.3247141785715
"Kampot",2007,3,297.492257057143,24.3422570571429
"Kampot",2007,4,299.927966821429,26.7779668214286
"Kampot",2007,5,300.405480621429,27.2554806214286
"Kampot",2007,6,300.186861028571,27.0368610285715
"Kampot",2007,7,300.999630807143,27.8496308071429
"Kampot",2007,8,301.328797414286,28.1787974142857
"Kampot",2007,9,300.420152778571,27.2701527785715
"Kampot",2007,10,299.580334157143,26.4303341571429
"Kampot",2007,11,300.648060842857,27.4980608428572
"Kampot",2007,12,300.872049521429,27.7220495214286
"Kampot",2007,13,299.407245292857,26.2572452928572
"Kampot",2007,14,298.86192125,25.71192125
"Kampot",2007,15,299.635581764286,26.4855817642857
"Kampot",2007,16,298.879291328571,25.7292913285714
"Kampot",2007,17,299.791291728571,26.6412917285714
"Kampot",2007,18,299.973076178571,26.8230761785715
"Kampot",2007,19,299.044968864286,25.8949688642857
"Kampot",2007,20,298.96778775,25.81778775
"Kampot",2007,21,299.044222057143,25.8942220571429
"Kampot",2007,22,298.920342821429,25.7703428214286
"Kampot",2007,23,298.521593914286,25.3715939142858
"Kampot",2007,24,297.089846371429,23.9398463714286
"Kampot",2007,25,299.286624064286,26.1366240642857
"Kampot",2007,26,299.146493773333,25.9964937733333
"Kandal",2007,1,301.125173164286,27.9751731642857
"Kandal",2007,2,301.012566635714,27.8625666357143
"Kandal",2007,3,299.098874578571,25.9488745785715
"Kandal",2007,4,302.304354328571,29.1543543285715
"Kandal",2007,5,303.031212778571,29.8812127785715
"Kandal",2007,6,302.653626528571,29.5036265285714
"Kandal",2007,7,303.686155385714,30.5361553857143
"Kandal",2007,8,303.66347125,30.51347125
"Kandal",2007,9,302.356880657143,29.2068806571429
"Kandal",2007,10,301.152466571429,28.0024665714286
"Kandal",2007,11,302.408459185714,29.2584591857143
