"provname","year","biwk","precip_m","precip_mm"
"Kampong Cham",2006,20,0.1237891,123.7891
"Kampong Cham",2006,21,0.070133213,70.133213
"Kampong Cham",2006,22,0.0096936362574,9.6936362574
"Kampong Cham",2006,23,0.0065857145524,6.5857145524
"Kampong Cham",2006,24,0.0132448,13.2448
"Kampong Cham",2006,25,0.0029904674013001,2.9904674013001
"Kampong Cham",2006,26,1.2489131784e-06,0.0012489131784
"Kampong Chhnang",2006,1,0.00223436568419157,2.23436568419157
"Kampong Chhnang",2006,2,0.00195070250163166,1.95070250163166
"Kampong Chhnang",2006,3,0.0017725510240315,1.7725510240315
"Kampong Chhnang",2006,4,0.0229725374414,22.9725374414
"Kampong Chhnang",2006,5,0.0134761281678,13.4761281678
"Kampong Chhnang",2006,6,0.0548662,54.8662
"Kampong Chhnang",2006,7,0.0783929414489,78.3929414489
"Kampong Chhnang",2006,8,0.0355219,35.5219
"Kampong Chhnang",2006,9,0.0764048,76.4048
"Kampong Chhnang",2006,10,0.06414870458448,64.14870458448
"Kampong Chhnang",2006,11,0.076976,76.976
"Kampong Chhnang",2006,12,0.0563081,56.3081
"Kampong Chhnang",2006,13,0.1393881,139.3881
"Kampong Chhnang",2006,14,0.0989693,98.9693
"Kampong Chhnang",2006,15,0.0622225,62.2225
"Kampong Chhnang",2006,16,0.0919316,91.9316
"Kampong Chhnang",2006,17,0.1262259,126.2259
"Kampong Chhnang",2006,18,0.090707,90.707
"Kampong Chhnang",2006,19,0.19307,193.07
"Kampong Chhnang",2006,20,0.1195022,119.5022
"Kampong Chhnang",2006,21,0.0873455,87.3455
"Kampong Chhnang",2006,22,0.020097387544322,20.097387544322
"Kampong Chhnang",2006,23,0.006779931507549,6.779931507549
"Kampong Chhnang",2006,24,0.0103655,10.3655
"Kampong Chhnang",2006,25,0.0049376649769151,4.9376649769151
"Kampong Chhnang",2006,26,5.4555535454e-06,0.0054555535454
"Kampong Speu",2006,1,0.005139909756495,5.139909756495
"Kampong Speu",2006,2,0.0046273265078,4.6273265078
"Kampong Speu",2006,3,0.00557688717292,5.57688717292
"Kampong Speu",2006,4,0.0263083,26.3083
"Kampong Speu",2006,5,0.02538,25.38
"Kampong Speu",2006,6,0.0630849,63.0849
"Kampong Speu",2006,7,0.0963797,96.3797
"Kampong Speu",2006,8,0.0597024,59.7024
"Kampong Speu",2006,9,0.0773903,77.3903
"Kampong Speu",2006,10,0.1027366,102.7366
"Kampong Speu",2006,11,0.0969895,96.9895
"Kampong Speu",2006,12,0.085976,85.976
"Kampong Speu",2006,13,0.1146039,114.6039
"Kampong Speu",2006,14,0.0591233,59.1233
"Kampong Speu",2006,15,0.0562831,56.2831
"Kampong Speu",2006,16,0.0798036,79.8036
"Kampong Speu",2006,17,0.179119,179.119
"Kampong Speu",2006,18,0.1201265,120.1265
"Kampong Speu",2006,19,0.1707978,170.7978
"Kampong Speu",2006,20,0.1308002,130.8002
"Kampong Speu",2006,21,0.09697,96.97
"Kampong Speu",2006,22,0.0179102692492,17.9102692492
"Kampong Speu",2006,23,0.012238141406,12.238141406
"Kampong Speu",2006,24,0.0185236,18.5236
"Kampong Speu",2006,25,0.0057971853186,5.7971853186
"Kampong Speu",2006,26,3.39863197004e-05,0.0339863197004
"Kampong Thom",2006,1,0.0008582703059071,0.8582703059071
"Kampong Thom",2006,2,0.0018270150930951,1.8270150930951
"Kampong Thom",2006,3,0.000659494025037,0.659494025037
"Kampong Thom",2006,4,0.021778274693038,21.778274693038
"Kampong Thom",2006,5,0.0261994428259,26.1994428259
"Kampong Thom",2006,6,0.0241779,24.1779
"Kampong Thom",2006,7,0.0891073,89.1073
"Kampong Thom",2006,8,0.032857,32.857
"Kampong Thom",2006,9,0.0738251,73.8251
"Kampong Thom",2006,10,0.0805242914451,80.5242914451
"Kampong Thom",2006,11,0.0826176,82.6176
"Kampong Thom",2006,12,0.036583,36.583
"Kampong Thom",2006,13,0.133958,133.958
"Kampong Thom",2006,14,0.1159233,115.9233
"Kampong Thom",2006,15,0.0708174,70.8174
"Kampong Thom",2006,16,0.106025,106.025
"Kampong Thom",2006,17,0.1584577,158.4577
"Kampong Thom",2006,18,0.1036244,103.6244
"Kampong Thom",2006,19,0.2259901,225.9901
"Kampong Thom",2006,20,0.1161631,116.1631
"Kampong Thom",2006,21,0.0697626,69.7626
"Kampong Thom",2006,22,0.01221936798004,12.21936798004
"Kampong Thom",2006,23,0.003252907109944,3.252907109944
"Kampong Thom",2006,24,0.0113539290935,11.3539290935
"Kampong Thom",2006,25,0.0052245765887801,5.2245765887801
"Kampong Thom",2006,26,3.342632584e-07,0.0003342632584
"Kampot",2006,1,0.0101579931803471,10.1579931803471
"Kampot",2006,2,0.0102904913048,10.2904913048
"Kampot",2006,3,0.0120904,12.0904
"Kampot",2006,4,0.027696,27.696
"Kampot",2006,5,0.0451689,45.1689
"Kampot",2006,6,0.0520342,52.0342
"Kampot",2006,7,0.0847695,84.7695
"Kampot",2006,8,0.0793533,79.3533
"Kampot",2006,9,0.1082756,108.2756
"Kampot",2006,10,0.1574158,157.4158
"Kampot",2006,11,0.118366,118.366
"Kampot",2006,12,0.0835148,83.5148
"Kampot",2006,13,0.1832362,183.2362
"Kampot",2006,14,0.1352314,135.2314
"Kampot",2006,15,0.0974928,97.4928
"Kampot",2006,16,0.125298,125.298
"Kampot",2006,17,0.2283444,228.3444
"Kampot",2006,18,0.1109724,110.9724
"Kampot",2006,19,0.209125,209.125
"Kampot",2006,20,0.1825916,182.5916
"Kampot",2006,21,0.0963779,96.3779
"Kampot",2006,22,0.0319413,31.9413
"Kampot",2006,23,0.0188657,18.8657
"Kampot",2006,24,0.0209816,20.9816
"Kampot",2006,25,0.00977077220875,9.77077220875
"Kampot",2006,26,3.94321440598e-05,0.0394321440598
"Kandal",2006,1,0.0024478589389701,2.4478589389701
"Kandal",2006,2,0.0036499233647351,3.6499233647351
"Kandal",2006,3,0.00259363043606,2.59363043606
"Kandal",2006,4,0.0137495235414858,13.7495235414858
"Kandal",2006,5,0.0089559294531,8.9559294531
"Kandal",2006,6,0.052039657344424,52.0396573444241
"Kandal",2006,7,0.0422762,42.2762
"Kandal",2006,8,0.0251621,25.1621
"Kandal",2006,9,0.0597009,59.7009
"Kandal",2006,10,0.0735744418883,73.5744418883
"Kandal",2006,11,0.0681594,68.1594
"Kandal",2006,12,0.069986,69.986
"Kandal",2006,13,0.1011675,101.1675
"Kandal",2006,14,0.0607553,60.7553
"Kandal",2006,15,0.0432104,43.2104
"Kandal",2006,16,0.0606516,60.6516
"Kandal",2006,17,0.131813,131.813
"Kandal",2006,18,0.0927897,92.7897
"Kandal",2006,19,0.1661502,166.1502
"Kandal",2006,20,0.1309022,130.9022
"Kandal",2006,21,0.0980518,98.0518
"Kandal",2006,22,0.016025,16.025
"Kandal",2006,23,0.016080166360902,16.080166360902
"Kandal",2006,24,0.0114922,11.4922
"Kandal",2006,25,0.0041059029431932,4.1059029431932
"Kandal",2006,26,6.8751739643e-06,0.0068751739643
"Kep",2006,1,0.0091491050934391,9.1491050934391
"Kep",2006,2,0.01119302965415,11.19302965415
"Kep",2006,3,0.011809,11.809
"Kep",2006,4,0.0196988,19.6988
"Kep",2006,5,0.0391758,39.1758
"Kep",2006,6,0.043182,43.182
"Kep",2006,7,0.0612381,61.2381
"Kep",2006,8,0.0692433,69.2433
"Kep",2006,9,0.0946951,94.6951
"Kep",2006,10,0.1515779,151.5779
"Kep",2006,11,0.1226354,122.6354
"Kep",2006,12,0.0832045,83.2045
"Kep",2006,13,0.1802116,180.2116
"Kep",2006,14,0.1305346,130.5346
"Kep",2006,15,0.0801914,80.1914
"Kep",2006,16,0.1115277,111.5277
"Kep",2006,17,0.2080246,208.0246
"Kep",2006,18,0.0997508,99.7508
"Kep",2006,19,0.1940613,194.0613
"Kep",2006,20,0.1704892,170.4892
"Kep",2006,21,0.0780981,78.0981
"Kep",2006,22,0.0214668,21.4668
"Kep",2006,23,0.0130478,13.0478
"Kep",2006,24,0.0170067,17.0067
"Kep",2006,25,0.009069762445038,9.069762445038
"Kep",2006,26,0.0001354355170263,0.1354355170263
"Koh Kong",2006,1,0.012744848322821,12.744848322821
"Koh Kong",2006,2,0.0086806137998,8.6806137998
"Koh Kong",2006,3,0.0204915989138,20.4915989138
"Koh Kong",2006,4,0.0688549,68.8549
"Koh Kong",2006,5,0.0581848,58.1848
"Koh Kong",2006,6,0.0687473,68.7473
"Koh Kong",2006,7,0.1174143,117.4143
"Koh Kong",2006,8,0.1123534,112.3534
"Koh Kong",2006,9,0.0995067,99.5067
"Koh Kong",2006,10,0.1967525,196.7525
"Koh Kong",2006,11,0.1728791,172.8791
"Koh Kong",2006,12,0.134424,134.424
"Koh Kong",2006,13,0.234275,234.275
"Koh Kong",2006,14,0.2514962,251.4962
"Koh Kong",2006,15,0.1814177,181.4177
"Koh Kong",2006,16,0.2379355,237.9355
"Koh Kong",2006,17,0.3095665,309.5665
"Koh Kong",2006,18,0.13918,139.18
"Koh Kong",2006,19,0.2314249,231.4249
"Koh Kong",2006,20,0.287503,287.503
"Koh Kong",2006,21,0.1128407,112.8407
"Koh Kong",2006,22,0.0312447,31.2447
"Koh Kong",2006,23,0.022428,22.428
"Koh Kong",2006,24,0.0342666,34.2666
"Koh Kong",2006,25,0.0115490237818,11.5490237818
"Koh Kong",2006,26,3.26840834453e-05,0.0326840834453
"Kratie",2006,1,0.0005441111567301,0.5441111567301
"Kratie",2006,2,0.003208149512936,3.208149512936
"Kratie",2006,3,0.000285986902288,0.285986902288
"Kratie",2006,4,0.0030342374829642,3.0342374829642
"Kratie",2006,5,0.0158905254981254,15.8905254981254
"Kratie",2006,6,0.0246640320443,24.6640320443
"Kratie",2006,7,0.108098,108.098
"Kratie",2006,8,0.0196744,19.6744
"Kratie",2006,9,0.1269592,126.9592
"Kratie",2006,10,0.0889178,88.9178
"Kratie",2006,11,0.099686,99.686
"Kratie",2006,12,0.065111,65.111
"Kratie",2006,13,0.1763648,176.3648
"Kratie",2006,14,0.134253,134.253
"Kratie",2006,15,0.1317341,131.7341
"Kratie",2006,16,0.1555192,155.5192
"Kratie",2006,17,0.2034336,203.4336
"Kratie",2006,18,0.1147907,114.7907
"Kratie",2006,19,0.1996837,199.6837
"Kratie",2006,20,0.1227246,122.7246
"Kratie",2006,21,0.0556109,55.6109
"Kratie",2006,22,0.0050781836047,5.0781836047
"Kratie",2006,23,0.003679891229679,3.679891229679
"Kratie",2006,24,0.0120334140925985,12.0334140925985
"Kratie",2006,25,0.003855052710475,3.855052710475
"Kratie",2006,26,6.614128914e-07,0.0006614128914
"Mondul Kiri",2006,1,0.00040413343451831,0.40413343451831
"Mondul Kiri",2006,2,0.001222793891767,1.222793891767
"Mondul Kiri",2006,3,0.000222641536444,0.222641536444
"Mondul Kiri",2006,4,0.00148042694301,1.48042694301
"Mondul Kiri",2006,5,0.010955530907648,10.955530907648
"Mondul Kiri",2006,6,0.025145064924261,25.145064924261
"Mondul Kiri",2006,7,0.0866497,86.6497
"Mondul Kiri",2006,8,0.0252892,25.2892
"Mondul Kiri",2006,9,0.1691251,169.1251
"Mondul Kiri",2006,10,0.08642319921928,86.42319921928
"Mondul Kiri",2006,11,0.0731741,73.1741
"Mondul Kiri",2006,12,0.0507248,50.7248
"Mondul Kiri",2006,13,0.2428621,242.8621
"Mondul Kiri",2006,14,0.1371043,137.1043
"Mondul Kiri",2006,15,0.1666013,166.6013
"Mondul Kiri",2006,16,0.193626,193.626
"Mondul Kiri",2006,17,0.2105893,210.5893
"Mondul Kiri",2006,18,0.1024175,102.4175
"Mondul Kiri",2006,19,0.1855035,185.5035
"Mondul Kiri",2006,20,0.1313957,131.3957
"Mondul Kiri",2006,21,0.044153,44.153
"Mondul Kiri",2006,22,0.00639941312729,6.39941312729
"Mondul Kiri",2006,23,0.00631773902411,6.31773902411
"Mondul Kiri",2006,24,0.011092294981559,11.092294981559
"Mondul Kiri",2006,25,0.00241751640887,2.41751640887
"Mondul Kiri",2006,26,8.852316608395e-05,0.08852316608395
"Otdar Meanchey",2006,1,0.001106951043335,1.106951043335
"Otdar Meanchey",2006,2,0.0001560018626451,0.1560018626451
"Otdar Meanchey",2006,3,0.000670894391178,0.670894391178
"Otdar Meanchey",2006,4,0.017679569802558,17.679569802558
"Otdar Meanchey",2006,5,0.0117048,11.7048
"Otdar Meanchey",2006,6,0.0115911,11.5911
"Otdar Meanchey",2006,7,0.0574491,57.4491
"Otdar Meanchey",2006,8,0.0292685,29.2685
"Otdar Meanchey",2006,9,0.0437312,43.7312
"Otdar Meanchey",2006,10,0.07089727593483,70.89727593483
"Otdar Meanchey",2006,11,0.0461262,46.1262
"Otdar Meanchey",2006,12,0.0357702,35.7702
"Otdar Meanchey",2006,13,0.1135808,113.5808
"Otdar Meanchey",2006,14,0.0800401,80.0401
"Otdar Meanchey",2006,15,0.0960553,96.0553
"Otdar Meanchey",2006,16,0.1394558,139.4558
"Otdar Meanchey",2006,17,0.1640118,164.0118
"Otdar Meanchey",2006,18,0.0862648,86.2648
"Otdar Meanchey",2006,19,0.1489337,148.9337
"Otdar Meanchey",2006,20,0.1502559,150.2559
"Otdar Meanchey",2006,21,0.0611052,61.1052
"Otdar Meanchey",2006,22,0.0055905217999003,5.5905217999003
"Otdar Meanchey",2006,23,0.001782061779,1.782061779
"Otdar Meanchey",2006,24,0.0057740111425,5.7740111425
"Otdar Meanchey",2006,25,0.0126862613226031,12.6862613226031
"Otdar Meanchey",2006,26,1.3461208844e-06,0.0013461208844
"Pailin",2006,1,0.0027743469764801,2.7743469764801
"Pailin",2006,2,0.0008658008534651,0.8658008534651
"Pailin",2006,3,0.0009273701128831,0.9273701128831
"Pailin",2006,4,0.040906575543584,40.906575543584
"Pailin",2006,5,0.0248626862311,24.8626862311
"Pailin",2006,6,0.031137,31.137
"Pailin",2006,7,0.0736531,73.6531
"Pailin",2006,8,0.0811136,81.1136
"Pailin",2006,9,0.0545855,54.5855
"Pailin",2006,10,0.117066942840838,117.066942840838
"Pailin",2006,11,0.0818274,81.8274
"Pailin",2006,12,0.0722523,72.2523
"Pailin",2006,13,0.1480146,148.0146
"Pailin",2006,14,0.0768156,76.8156
"Pailin",2006,15,0.0812675,81.2675
"Pailin",2006,16,0.1099377,109.9377
"Pailin",2006,17,0.1365728,136.5728
"Pailin",2006,18,0.0879418,87.9418
"Pailin",2006,19,0.2620642,262.0642
"Pailin",2006,20,0.1517674,151.7674
"Pailin",2006,21,0.0715247,71.5247
"Pailin",2006,22,0.0117281445163503,11.7281445163503
"Pailin",2006,23,0.0023083948715166,2.3083948715166
"Pailin",2006,24,0.0098021436078,9.8021436078
"Pailin",2006,25,0.0032445303851591,3.2445303851591
"Pailin",2006,26,2.216547714e-07,0.0002216547714
"Phnom Penh",2006,1,0.0026016179532301,2.6016179532301
"Phnom Penh",2006,2,0.0029481957726451,2.9481957726451
"Phnom Penh",2006,3,0.001955724885212,1.955724885212
"Phnom Penh",2006,4,0.0181483941353451,18.1483941353451
"Phnom Penh",2006,5,0.00807913951336,8.07913951336
"Phnom Penh",2006,6,0.0518944278977,51.8944278977
"Phnom Penh",2006,7,0.0468683,46.8683
"Phnom Penh",2006,8,0.0217768,21.7768
"Phnom Penh",2006,9,0.0684947,68.4947
"Phnom Penh",2006,10,0.0647486885004,64.7486885004
"Phnom Penh",2006,11,0.063555,63.555
"Phnom Penh",2006,12,0.0656508,65.6508
"Phnom Penh",2006,13,0.0973773,97.3773
"Phnom Penh",2006,14,0.0451423,45.1423
"Phnom Penh",2006,15,0.035082,35.082
"Phnom Penh",2006,16,0.0618745,61.8745
"Phnom Penh",2006,17,0.1262664,126.2664
"Phnom Penh",2006,18,0.0911137,91.1137
"Phnom Penh",2006,19,0.1580258,158.0258
"Phnom Penh",2006,20,0.1283371,128.3371
"Phnom Penh",2006,21,0.0980574,98.0574
"Phnom Penh",2006,22,0.0134853348184,13.4853348184
"Phnom Penh",2006,23,0.01339901617377,13.39901617377
"Phnom Penh",2006,24,0.0098581,9.8581
"Phnom Penh",2006,25,0.004575568283058,4.575568283058
"Phnom Penh",2006,26,2.543290914e-07,0.0002543290914
"Preah Sihanouk",2006,1,0.01278228133844,12.78228133844
"Preah Sihanouk",2006,2,0.0098188672469451,9.8188672469451
"Preah Sihanouk",2006,3,0.0167828,16.7828
"Preah Sihanouk",2006,4,0.0534209,53.4209
"Preah Sihanouk",2006,5,0.0479595,47.9595
"Preah Sihanouk",2006,6,0.0523895,52.3895
"Preah Sihanouk",2006,7,0.1074662,107.4662
"Preah Sihanouk",2006,8,0.0983926,98.3926
"Preah Sihanouk",2006,9,0.1042019,104.2019
"Preah Sihanouk",2006,10,0.2419673,241.9673
"Preah Sihanouk",2006,11,0.1721282,172.1282
"Preah Sihanouk",2006,12,0.1522891,152.2891
"Preah Sihanouk",2006,13,0.265805,265.805
"Preah Sihanouk",2006,14,0.3035901,303.5901
"Preah Sihanouk",2006,15,0.1905279,190.5279
"Preah Sihanouk",2006,16,0.2837044,283.7044
"Preah Sihanouk",2006,17,0.354382,354.382
"Preah Sihanouk",2006,18,0.1283359,128.3359
"Preah Sihanouk",2006,19,0.2286084,228.6084
"Preah Sihanouk",2006,20,0.353149,353.149
"Preah Sihanouk",2006,21,0.1121638,112.1638
"Preah Sihanouk",2006,22,0.0384402,38.4402
"Preah Sihanouk",2006,23,0.024247,24.247
"Preah Sihanouk",2006,24,0.0357704,35.7704
"Preah Sihanouk",2006,25,0.0184409,18.4409
"Preah Sihanouk",2006,26,4.15408739943e-05,0.0415408739943
"Preah Vihear",2006,1,0.0006006961080801,0.6006961080801
"Preah Vihear",2006,2,0.0007302974578871,0.7302974578871
"Preah Vihear",2006,3,0.000436233202698,0.436233202698
"Preah Vihear",2006,4,0.015616646982548,15.616646982548
"Preah Vihear",2006,5,0.02151552108961,21.51552108961
"Preah Vihear",2006,6,0.0189741,18.9741
"Preah Vihear",2006,7,0.0787245,78.7245
"Preah Vihear",2006,8,0.0307368,30.7368
"Preah Vihear",2006,9,0.0664194,66.4194
"Preah Vihear",2006,10,0.06632247814469,66.32247814469
"Preah Vihear",2006,11,0.0874917,87.4917
"Preah Vihear",2006,12,0.039652,39.652
"Preah Vihear",2006,13,0.12188,121.88
"Preah Vihear",2006,14,0.0995699,99.5699
"Preah Vihear",2006,15,0.1255288,125.5288
"Preah Vihear",2006,16,0.139875,139.875
"Preah Vihear",2006,17,0.2444312,244.4312
"Preah Vihear",2006,18,0.1269187,126.9187
"Preah Vihear",2006,19,0.1783201,178.3201
"Preah Vihear",2006,20,0.1314162,131.4162
"Preah Vihear",2006,21,0.0662919,66.2919
"Preah Vihear",2006,22,0.00669912708206,6.69912708206
"Preah Vihear",2006,23,0.00268981758297,2.68981758297
"Preah Vihear",2006,24,0.0064107575861,6.4107575861
"Preah Vihear",2006,25,0.0054117982292211,5.4117982292211
"Preah Vihear",2006,26,1.6764568064e-06,0.0016764568064
"Prey Veng",2006,1,0.0020004829561101,2.0004829561101
"Prey Veng",2006,2,0.0027874599940251,2.7874599940251
"Prey Veng",2006,3,0.0026159572866,2.6159572866
"Prey Veng",2006,4,0.0118522970183451,11.8522970183451
"Prey Veng",2006,5,0.0080158962067,8.0158962067
"Prey Veng",2006,6,0.0494560503931,49.4560503931
"Prey Veng",2006,7,0.0486799,48.6799
"Prey Veng",2006,8,0.0255687,25.5687
"Prey Veng",2006,9,0.0714016,71.4016
"Prey Veng",2006,10,0.08620219160141,86.20219160141
"Prey Veng",2006,11,0.0775049,77.5049
"Prey Veng",2006,12,0.0737728,73.7728
"Prey Veng",2006,13,0.1299826,129.9826
"Prey Veng",2006,14,0.0957826,95.7826
"Prey Veng",2006,15,0.0571238,57.1238
"Prey Veng",2006,16,0.0748722,74.8722
"Prey Veng",2006,17,0.1210313,121.0313
"Prey Veng",2006,18,0.095477,95.477
"Prey Veng",2006,19,0.1823046,182.3046
"Prey Veng",2006,20,0.1451689,145.1689
"Prey Veng",2006,21,0.0986341,98.6341
"Prey Veng",2006,22,0.013329,13.329
"Prey Veng",2006,23,0.0186446333337994,18.6446333337994
"Prey Veng",2006,24,0.0150038,15.0038
"Prey Veng",2006,25,0.0045732605673475,4.5732605673475
"Prey Veng",2006,26,6.24553905833e-05,0.0624553905833
"Pursat",2006,1,0.005324609672171,5.324609672171
"Pursat",2006,2,0.00316946954528,3.16946954528
"Pursat",2006,3,0.00272879562853855,2.72879562853855
"Pursat",2006,4,0.0397272,39.7272
"Pursat",2006,5,0.0289466,28.9466
"Pursat",2006,6,0.0536384,53.6384
"Pursat",2006,7,0.0998855,99.8855
"Pursat",2006,8,0.0666211,66.6211
"Pursat",2006,9,0.0728539,72.8539
"Pursat",2006,10,0.0953049,95.3049
"Pursat",2006,11,0.0935638,93.5638
"Pursat",2006,12,0.0612905,61.2905
"Pursat",2006,13,0.1482232,148.2232
"Pursat",2006,14,0.0797013,79.7013
"Pursat",2006,15,0.0571982,57.1982
"Pursat",2006,16,0.0938162,93.8162
"Pursat",2006,17,0.1419965,141.9965
"Pursat",2006,18,0.0864104,86.4104
"Pursat",2006,19,0.1929922,192.9922
"Pursat",2006,20,0.1339892,133.9892
"Pursat",2006,21,0.0871105,87.1105
"Pursat",2006,22,0.0191147426774,19.1147426774
"Pursat",2006,23,0.00721638320662,7.21638320662
"Pursat",2006,24,0.0128967,12.8967
"Pursat",2006,25,0.0091999826389,9.1999826389
"Pursat",2006,26,1.49129957304e-05,0.0149129957304
"Ratanak Kiri",2006,1,0.000329162810460295,0.329162810460295
"Ratanak Kiri",2006,2,0.00013496470616398,0.13496470616398
"Ratanak Kiri",2006,3,0.000310620169192419,0.310620169192419
"Ratanak Kiri",2006,4,0.0022603385866251,2.2603385866251
"Ratanak Kiri",2006,5,0.0067679175503127,6.7679175503127
"Ratanak Kiri",2006,6,0.0194704367126,19.4704367126
"Ratanak Kiri",2006,7,0.0681178,68.1178
"Ratanak Kiri",2006,8,0.037581619791438,37.581619791438
"Ratanak Kiri",2006,9,0.1290541,129.0541
"Ratanak Kiri",2006,10,0.0899517969551,89.9517969551
"Ratanak Kiri",2006,11,0.1019065,101.9065
"Ratanak Kiri",2006,12,0.0853327,85.3327
"Ratanak Kiri",2006,13,0.2718377,271.8377
"Ratanak Kiri",2006,14,0.2296544,229.6544
"Ratanak Kiri",2006,15,0.2277226,227.7226
"Ratanak Kiri",2006,16,0.2869049,286.9049
"Ratanak Kiri",2006,17,0.2164352,216.4352
"Ratanak Kiri",2006,18,0.1137333,113.7333
"Ratanak Kiri",2006,19,0.2159722,215.9722
"Ratanak Kiri",2006,20,0.2362368,236.2368
"Ratanak Kiri",2006,21,0.0480391,48.0391
"Ratanak Kiri",2006,22,0.00876174182236,8.76174182236
"Ratanak Kiri",2006,23,0.00735711276654935,7.35711276654935
"Ratanak Kiri",2006,24,0.007174881755903,7.174881755903
"Ratanak Kiri",2006,25,0.0056663081890787,5.6663081890787
"Ratanak Kiri",2006,26,3.771099946404e-05,0.03771099946404
"Siem Reap",2006,1,0.001418165251005,1.418165251005
"Siem Reap",2006,2,0.0006501611313624,0.6501611313624
"Siem Reap",2006,3,0.000679899649372,0.679899649372
"Siem Reap",2006,4,0.02765188647079,27.65188647079
"Siem Reap",2006,5,0.01821591046767,18.21591046767
"Siem Reap",2006,6,0.0216183,21.6183
"Siem Reap",2006,7,0.0863976,86.3976
"Siem Reap",2006,8,0.041431,41.431
"Siem Reap",2006,9,0.0577884,57.7884
"Siem Reap",2006,10,0.064064164743738,64.064164743738
"Siem Reap",2006,11,0.0615696,61.5696
"Siem Reap",2006,12,0.0380781,38.0781
"Siem Reap",2006,13,0.139615,139.615
"Siem Reap",2006,14,0.0676064,67.6064
"Siem Reap",2006,15,0.0773221,77.3221
"Siem Reap",2006,16,0.1079445,107.9445
"Siem Reap",2006,17,0.1499773,149.9773
"Siem Reap",2006,18,0.0947468,94.7468
"Siem Reap",2006,19,0.1854083,185.4083
"Siem Reap",2006,20,0.1304433,130.4433
"Siem Reap",2006,21,0.0682228,68.2228
"Siem Reap",2006,22,0.007566179924472,7.566179924472
"Siem Reap",2006,23,0.0020938433242,2.0938433242
"Siem Reap",2006,24,0.0062574193557,6.2574193557
"Siem Reap",2006,25,0.0063865777484291,6.3865777484291
"Siem Reap",2006,26,2.216547714e-07,0.0002216547714
"Stung Treng",2006,1,0.0001331410789446,0.1331410789446
"Stung Treng",2006,2,0.000278128104170031,0.278128104170031
"Stung Treng",2006,3,0.000215055335322,0.215055335322
"Stung Treng",2006,4,0.0023621282933241,2.3621282933241
"Stung Treng",2006,5,0.012971310143688,12.971310143688
"Stung Treng",2006,6,0.0162841,16.2841
"Stung Treng",2006,7,0.0782125,78.2125
"Stung Treng",2006,8,0.0246701,24.6701
"Stung Treng",2006,9,0.1075622,107.5622
"Stung Treng",2006,10,0.079663042840838,79.663042840838
"Stung Treng",2006,11,0.1191005,119.1005
"Stung Treng",2006,12,0.0832211,83.2211
"Stung Treng",2006,13,0.202706,202.706
"Stung Treng",2006,14,0.190388,190.388
"Stung Treng",2006,15,0.2015935,201.5935
"Stung Treng",2006,16,0.2159367,215.9367
"Stung Treng",2006,17,0.237136,237.136
"Stung Treng",2006,18,0.1274618,127.4618
"Stung Treng",2006,19,0.2007811,200.7811
"Stung Treng",2006,20,0.1874651,187.4651
"Stung Treng",2006,21,0.0695799,69.5799
"Stung Treng",2006,22,0.00426663112543,4.26663112543
"Stung Treng",2006,23,0.0032581716792,3.2581716792
"Stung Treng",2006,24,0.0073541644481129,7.3541644481129
"Stung Treng",2006,25,0.0063884003591811,6.3884003591811
"Stung Treng",2006,26,1.206005485017e-05,0.01206005485017
"Svay Rieng",2006,1,0.0024086759626401,2.4086759626401
"Svay Rieng",2006,2,0.0027015407535451,2.7015407535451
"Svay Rieng",2006,3,0.004320544732747,4.320544732747
"Svay Rieng",2006,4,0.0076594168733231,7.6594168733231
"Svay Rieng",2006,5,0.01038061320108,10.38061320108
"Svay Rieng",2006,6,0.0467586599471,46.7586599471
"Svay Rieng",2006,7,0.0513569,51.3569
"Svay Rieng",2006,8,0.0356545,35.6545
"Svay Rieng",2006,9,0.0779014,77.9014
"Svay Rieng",2006,10,0.097649,97.649
"Svay Rieng",2006,11,0.1039389,103.9389
"Svay Rieng",2006,12,0.082535,82.535
"Svay Rieng",2006,13,0.1538337,153.8337
"Svay Rieng",2006,14,0.1530236,153.0236
"Svay Rieng",2006,15,0.0689288,68.9288
"Svay Rieng",2006,16,0.1000106,100.0106
"Svay Rieng",2006,17,0.132419,132.419
"Svay Rieng",2006,18,0.1131026,113.1026
"Svay Rieng",2006,19,0.1977864,197.7864
"Svay Rieng",2006,20,0.1489251,148.9251
"Svay Rieng",2006,21,0.1050594,105.0594
"Svay Rieng",2006,22,0.0182449319499,18.2449319499
"Svay Rieng",2006,23,0.0181725362594,18.1725362594
"Svay Rieng",2006,24,0.0140656,14.0656
"Svay Rieng",2006,25,0.0062315324206751,6.2315324206751
"Svay Rieng",2006,26,0.0004034073754033,0.4034073754033
"Takeo",2006,1,0.0039040019141801,3.9040019141801
"Takeo",2006,2,0.0060732018626451,6.0732018626451
"Takeo",2006,3,0.0045718824929,4.5718824929
"Takeo",2006,4,0.0080905131334,8.0905131334
"Takeo",2006,5,0.0122505975274,12.2505975274
"Takeo",2006,6,0.037590550508897,37.590550508897
"Takeo",2006,7,0.045172,45.172
"Takeo",2006,8,0.0401955,40.1955
"Takeo",2006,9,0.0643841,64.3841
"Takeo",2006,10,0.10821,108.21
"Takeo",2006,11,0.0867948,86.7948
"Takeo",2006,12,0.075142,75.142
"Takeo",2006,13,0.118737,118.737
"Takeo",2006,14,0.0502661,50.2661
"Takeo",2006,15,0.0464781,46.4781
